Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Travis Etienne,JAX,37,110,7,54.4%,16,20,6,48.5%,9,10,5,60.0%,All Travis Etienne red zone rushing plays,EtieTr00
Jahmyr Gibbs,DET,37,128,8,34.9%,21,31,5,34.4%,8,8,5,27.6%,All Jahmyr Gibbs red zone rushing plays,GibbJa01
Javonte Williams,DEN,37,78,3,49.3%,17,28,3,47.2%,8,8,3,50.0%,All Javonte Williams red zone rushing plays,WillJa10
Derrick Henry,TEN,36,92,10,67.9%,24,36,8,75.0%,12,5,6,70.6%,All Derrick Henry red zone rushing plays,HenrDe00
Josh Jacobs,LVR,36,66,5,56.3%,22,33,5,59.5%,8,11,5,53.3%,All Josh Jacobs red zone rushing plays,JacoJo01
Alvin Kamara,NOR,36,118,5,39.6%,22,49,4,40.0%,8,5,3,40.0%,All Alvin Kamara red zone rushing plays,KamaAl00
Josh Allen,BUF,35,137,15,32.7%,21,56,12,32.8%,14,19,8,43.8%,All Josh Allen red zone rushing plays,AlleJo02
D'Andre Swift,PHI,35,112,5,33.7%,27,60,5,40.3%,10,4,2,33.3%,All D'Andre Swift red zone rushing plays,SwifDA00
Tyler Allgeier,ATL,34,105,3,43.0%,10,16,3,27.8%,4,3,2,36.4%,All Tyler Allgeier red zone rushing plays,AllgTy00
AJ Dillon,GNB,34,62,2,39.1%,18,27,2,52.9%,7,2,1,41.2%,All AJ Dillon red zone rushing plays,DillAJ00
Aaron Jones,GNB,34,113,2,39.1%,10,12,2,29.4%,6,3,2,35.3%,All Aaron Jones red zone rushing plays,JoneAa00
Chuba Hubbard,CAR,33,77,5,57.9%,17,38,5,58.6%,8,-1,3,50.0%,All Chuba Hubbard red zone rushing plays,HubbCh01
James Conner,ARI,32,91,6,55.2%,18,39,6,54.5%,9,10,4,50.0%,All James Conner red zone rushing plays,ConnJa00
Kareem Hunt,CLE,32,78,9,48.5%,15,29,8,48.4%,11,15,7,64.7%,All Kareem Hunt red zone rushing plays,HuntKa00
Devin Singletary,HOU,32,91,4,41.6%,17,21,3,39.5%,7,2,2,30.4%,All Devin Singletary red zone rushing plays,SingDe00
James Cook,BUF,31,74,1,29.0%,18,38,1,28.1%,4,1,1,12.5%,All James Cook red zone rushing plays,CookJa01
Austin Ekeler,LAC,30,47,5,42.3%,24,38,5,53.3%,13,14,5,56.5%,All Austin Ekeler red zone rushing plays,EkelAu00
Lamar Jackson,BAL,30,114,5,28.0%,13,46,5,21.0%,5,0,1,16.7%,All Lamar Jackson red zone rushing plays,JackLa00
Jonathan Taylor,IND,28,75,6,30.8%,14,20,6,29.8%,9,6,4,34.6%,All Jonathan Taylor red zone rushing plays,TaylJo02
Taysom Hill,NOR,27,81,3,29.7%,18,22,3,32.7%,7,3,3,35.0%,All Taysom Hill red zone rushing plays,HillTa00
Brian Robinson,WAS,26,97,5,46.4%,13,26,3,50.0%,7,9,2,46.7%,All Brian Robinson red zone rushing plays,RobiBr01
Kenneth Gainwell,PHI,23,53,2,22.1%,10,19,1,14.9%,3,0,1,10.0%,All Kenneth Gainwell red zone rushing plays,GainKe00
Alexander Mattison,MIN,23,21,0,45.1%,12,-5,0,42.9%,9,-7,0,56.3%,All Alexander Mattison red zone rushing plays,MattAl01
Bijan Robinson,ATL,23,74,4,29.1%,12,38,3,33.3%,2,3,1,18.2%,All Bijan Robinson red zone rushing plays,RobiBi01
Zach Charbonnet,SEA,22,14,1,31.9%,13,0,1,35.1%,3,-5,1,17.6%,All Zach Charbonnet red zone rushing plays,CharZa00
Justin Fields,CHI,22,56,4,28.9%,11,13,3,28.2%,5,1,2,25.0%,All Justin Fields red zone rushing plays,FielJu00
Dameon Pierce,HOU,22,22,2,28.6%,14,15,2,32.6%,8,-1,2,34.8%,All Dameon Pierce red zone rushing plays,PierDa01
Ezekiel Elliott,NWE,21,44,3,50.0%,11,28,3,57.9%,4,4,2,57.1%,All Ezekiel Elliott red zone rushing plays,ElliEz00
Breece Hall,NYJ,21,44,2,56.8%,10,14,2,66.7%,1,2,1,50.0%,All Breece Hall red zone rushing plays,HallBr03
Justice Hill,BAL,20,71,3,18.7%,11,24,2,17.7%,4,4,2,13.3%,All Justice Hill red zone rushing plays,HillJu00
Latavius Murray,BUF,20,41,4,18.7%,17,31,4,26.6%,11,10,4,34.4%,All Latavius Murray red zone rushing plays,MurrLa00
De'Von Achane,MIA,19,81,5,20.9%,11,36,5,19.0%,4,9,3,14.8%,All De'Von Achane red zone rushing plays,AchaDe00
Rhamondre Stevenson,NWE,18,54,3,42.9%,8,25,3,42.1%,3,3,2,42.9%,All Rhamondre Stevenson red zone rushing plays,StevRh00
Russell Wilson,DEN,18,23,3,24.0%,7,10,3,19.4%,4,6,3,25.0%,All Russell Wilson red zone rushing plays,WilsRu00
D'Onta Foreman,CHI,17,47,4,22.4%,10,25,4,25.6%,6,7,4,30.0%,All D'Onta Foreman red zone rushing plays,ForeDO00
Jaylen Warren,PIT,17,65,3,23.9%,8,4,0,20.5%,4,-4,0,25.0%,All Jaylen Warren red zone rushing plays,WarrJa01
Jerome Ford,CLE,16,24,3,24.2%,10,23,3,32.3%,4,11,3,23.5%,All Jerome Ford red zone rushing plays,FordJe00
Baker Mayfield,TAM,16,1,1,25.4%,5,7,1,20.0%,3,-1,1,25.0%,All Baker Mayfield red zone rushing plays,MayfBa00
Elijah Mitchell,SFO,16,36,2,15.8%,12,20,2,21.4%,8,6,2,25.0%,All Elijah Mitchell red zone rushing plays,MitcEl00
Rico Dowdle,DAL,15,42,2,14.6%,6,10,2,12.0%,4,2,2,16.7%,All Rico Dowdle red zone rushing plays,DowdRi01
Khalil Herbert,CHI,15,45,2,19.7%,5,10,1,12.8%,1,1,1,5.0%,All Khalil Herbert red zone rushing plays,HerbKh00
Royce Freeman,LAR,14,24,1,17.1%,9,7,1,17.6%,4,2,1,18.2%,All Royce Freeman red zone rushing plays,FreeRo00
Joshua Kelley,LAC,14,45,1,19.7%,7,13,1,15.6%,3,3,1,13.0%,All Joshua Kelley red zone rushing plays,KellJo01
Trevor Lawrence,JAX,14,28,4,20.6%,10,15,4,30.3%,4,-1,2,26.7%,All Trevor Lawrence red zone rushing plays,LawrTr00
Patrick Mahomes,KAN,13,16,0,18.1%,8,-13,0,21.1%,5,-8,0,27.8%,All Patrick Mahomes red zone rushing plays,MahoPa00
Dak Prescott,DAL,13,67,2,12.6%,7,31,1,14.0%,2,3,0,8.3%,All Dak Prescott red zone rushing plays,PresDa01
Desmond Ridder,ATL,12,55,5,15.2%,7,31,5,19.4%,2,2,1,18.2%,All Desmond Ridder red zone rushing plays,RiddDe00
Zamir White,LVR,12,17,1,18.8%,7,6,1,18.9%,3,-1,1,20.0%,All Zamir White red zone rushing plays,WhitZa01
Jamaal Williams,NOR,12,27,1,13.2%,7,14,1,12.7%,2,2,1,10.0%,All Jamaal Williams red zone rushing plays,WillJa06
Joshua Dobbs,2TM,11,53,4,,4,18,3,,2,1,1,,All Joshua Dobbs red zone rushing plays,DobbJo00
Justin Herbert,LAC,11,35,3,15.5%,6,4,2,13.3%,5,2,2,21.7%,All Justin Herbert red zone rushing plays,HerbJu00
Roschon Johnson,CHI,11,26,2,14.5%,7,17,2,17.9%,5,6,2,25.0%,All Roschon Johnson red zone rushing plays,JohnRo07
Kyler Murray,ARI,11,25,3,19.0%,9,6,3,27.3%,5,-11,2,27.8%,All Kyler Murray red zone rushing plays,MurrKy00
Samaje Perine,DEN,11,38,1,14.7%,7,13,1,19.4%,3,2,1,18.8%,All Samaje Perine red zone rushing plays,PeriSa00
Miles Sanders,CAR,11,10,1,19.3%,7,7,1,24.1%,4,0,1,25.0%,All Miles Sanders red zone rushing plays,SandMi01
Jared Goff,DET,10,16,2,9.4%,4,9,2,6.6%,2,4,2,6.9%,All Jared Goff red zone rushing plays,GoffJa00
Tank Bigsby,JAX,9,17,2,13.2%,4,9,2,12.1%,2,2,2,13.3%,All Tank Bigsby red zone rushing plays,BigsTa00
Jake Browning,CIN,9,16,3,12.5%,7,11,3,14.9%,4,3,3,18.2%,All Jake Browning red zone rushing plays,BrowJa08
Ty Chandler,MIN,9,15,3,17.6%,5,8,3,17.9%,3,5,3,18.8%,All Ty Chandler red zone rushing plays,ChanTy01
Sam Howell,WAS,9,40,5,16.1%,5,19,4,19.2%,2,2,2,13.3%,All Sam Howell red zone rushing plays,HoweSa00
Jordan Love,GNB,9,23,4,10.3%,5,15,4,14.7%,3,4,3,17.6%,All Jordan Love red zone rushing plays,LoveJo03
Deebo Samuel,SFO,9,53,4,8.9%,2,3,2,3.6%,2,3,2,6.3%,All Deebo Samuel red zone rushing plays,SamuDe00
Tyjae Spears,TEN,9,41,2,17.0%,5,10,1,15.6%,3,6,1,17.6%,All Tyjae Spears red zone rushing plays,SpeaTy00
C.J. Stroud,HOU,9,30,3,11.7%,6,15,3,14.0%,3,3,2,13.0%,All C.J. Stroud red zone rushing plays,StroCJ00
Tua Tagovailoa,MIA,9,3,0,9.9%,6,1,0,10.3%,1,0,0,3.7%,All Tua Tagovailoa red zone rushing plays,TagoTu00
Jeff Wilson,MIA,9,34,0,9.9%,2,2,0,3.4%,1,1,0,3.7%,All Jeff Wilson red zone rushing plays,WilsJe01
Matt Breida,NYG,8,15,1,12.5%,1,8,1,4.5%,0,0,0,.0%,All Matt Breida red zone rushing plays,BreiMa00
Dalvin Cook,NYJ,8,10,0,21.6%,2,6,0,13.3%,0,0,0,.0%,All Dalvin Cook red zone rushing plays,CookDa01
Antonio Gibson,WAS,8,24,1,14.3%,1,2,1,3.8%,1,2,1,6.7%,All Antonio Gibson red zone rushing plays,GibsAn00
Daniel Jones,NYG,8,38,1,12.5%,2,3,0,9.1%,0,0,0,.0%,All Daniel Jones red zone rushing plays,JoneDa05
Anthony Richardson,IND,8,44,4,8.8%,4,10,2,8.5%,3,5,2,11.5%,All Anthony Richardson red zone rushing plays,RichAn03
Geno Smith,SEA,8,25,1,11.6%,4,10,1,10.8%,0,0,0,.0%,All Geno Smith red zone rushing plays,SmitGe00
Cam Akers,2TM,7,24,2,,5,11,2,,2,1,1,,All Cam Akers red zone rushing plays,AkerCa00
Clyde Edwards-Helaire,KAN,7,11,1,9.7%,5,8,1,13.2%,2,1,1,11.1%,All Clyde Edwards-Helaire red zone rushing plays,EdwaCl00
Jaleel McLaughlin,DEN,7,21,1,9.3%,4,7,1,11.1%,0,0,0,.0%,All Jaleel McLaughlin red zone rushing plays,McLaJa00
Gardner Minshew,IND,7,28,3,7.7%,5,9,2,10.6%,4,7,2,15.4%,All Gardner Minshew red zone rushing plays,MinsGa00
Cordarrelle Patterson,ATL,7,7,0,8.9%,5,5,0,13.9%,2,-5,0,18.2%,All Cordarrelle Patterson red zone rushing plays,PattCo00
Chris Rodriguez,WAS,7,18,2,12.5%,4,1,1,15.4%,3,-1,1,20.0%,All Chris Rodriguez red zone rushing plays,RodrCh00
Isaiah Spiller,LAC,7,24,0,9.9%,2,3,0,4.4%,0,0,0,.0%,All Isaiah Spiller red zone rushing plays,SpilIs00
Patrick Taylor,GNB,7,13,0,8.0%,1,1,0,2.9%,1,1,0,5.9%,All Patrick Taylor red zone rushing plays,TaylPa01
Derek Carr,NOR,6,5,0,6.6%,2,-3,0,3.6%,0,0,0,.0%,All Derek Carr red zone rushing plays,CarrDe02
Melvin Gordon,BAL,6,1,1,5.6%,3,5,1,4.8%,0,0,0,.0%,All Melvin Gordon red zone rushing plays,GordMe00
Damien Harris,BUF,6,16,1,5.6%,4,7,1,6.3%,2,0,1,6.3%,All Damien Harris red zone rushing plays,HarrDa06
Aidan O'Connell,LVR,6,-2,1,9.4%,3,1,1,8.1%,3,1,1,20.0%,All Aidan O'Connell red zone rushing plays,OConAi00
Brock Purdy,SFO,6,16,2,5.9%,3,8,2,5.4%,2,2,2,6.3%,All Brock Purdy red zone rushing plays,PurdBr00
Craig Reynolds,DET,6,21,1,5.7%,5,8,1,8.2%,2,1,0,6.9%,All Craig Reynolds red zone rushing plays,ReynCr00
Easton Stick,LAC,6,20,1,8.5%,5,11,1,11.1%,2,0,1,8.7%,All Easton Stick red zone rushing plays,SticEa00
Bryce Young,CAR,6,4,0,10.5%,4,0,0,13.8%,4,0,0,25.0%,All Bryce Young red zone rushing plays,YounBr01
Salvon Ahmed,MIA,5,18,1,5.5%,3,11,1,5.2%,1,0,0,3.7%,All Salvon Ahmed red zone rushing plays,AhmeSa01
Michael Carter,2TM,5,20,0,,1,-1,0,,0,0,0,,All Michael Carter red zone rushing plays,CartMi03
Leonard Fournette,BUF,5,20,0,4.7%,2,3,0,3.1%,1,0,0,3.1%,All Leonard Fournette red zone rushing plays,FourLe00
Darrell Henderson,LAR,5,9,2,6.1%,5,9,2,9.8%,3,2,2,13.6%,All Darrell Henderson red zone rushing plays,HendDa00
D'Ernest Johnson,JAX,5,10,0,7.4%,3,9,0,9.1%,0,0,0,.0%,All D'Ernest Johnson red zone rushing plays,JohnDE04
Ty Johnson,BUF,5,10,0,4.7%,0,0,0,.0%,0,0,0,.0%,All Ty Johnson red zone rushing plays,JohnTy02
Tony Jones,NOR,5,10,2,5.5%,5,10,2,9.1%,2,4,2,10.0%,All Tony Jones red zone rushing plays,JoneTo04
Pierre Strong,CLE,5,-4,1,7.6%,2,1,1,6.5%,2,1,1,11.8%,All Pierre Strong red zone rushing plays,StroPi00
Tyson Bagent,CHI,4,6,2,5.3%,3,2,2,7.7%,3,2,2,15.0%,All Tyson Bagent red zone rushing plays,BageTy00
Chase Brown,CIN,4,-13,0,5.6%,1,-4,0,2.1%,0,0,0,.0%,All Chase Brown red zone rushing plays,BrowCh10
Kirk Cousins,MIN,4,6,0,7.8%,3,4,0,10.7%,2,0,0,12.5%,All Kirk Cousins red zone rushing plays,CousKi00
Chase Edmonds,TAM,4,-4,0,6.3%,0,0,0,.0%,0,0,0,.0%,All Chase Edmonds red zone rushing plays,EdmoCh00
Darrynton Evans,CHI,4,28,1,5.3%,2,5,0,5.1%,0,0,0,.0%,All Darrynton Evans red zone rushing plays,EvanDa02
Joe Flacco,CLE,4,6,0,6.1%,1,2,0,3.2%,0,0,0,.0%,All Joe Flacco red zone rushing plays,FlacJo00
Tyler Goodson,IND,4,10,0,4.4%,1,1,0,2.1%,0,0,0,.0%,All Tyler Goodson red zone rushing plays,GoodTy00
Tyler Huntley,BAL,4,5,0,3.7%,3,0,0,4.8%,1,-1,0,3.3%,All Tyler Huntley red zone rushing plays,HuntTy01
Deon Jackson,IND,4,13,0,4.4%,2,4,0,4.3%,1,0,0,3.8%,All Deon Jackson red zone rushing plays,JackDe02
Jordan Mason,SFO,4,16,2,4.0%,2,11,2,3.6%,1,3,1,3.1%,All Jordan Mason red zone rushing plays,MasoJo00
Kenny Pickett,PIT,4,1,1,5.6%,2,3,1,5.1%,2,3,1,12.5%,All Kenny Pickett red zone rushing plays,PickKe00
Curtis Samuel,WAS,4,18,1,7.1%,1,1,1,3.8%,1,1,1,6.7%,All Curtis Samuel red zone rushing plays,SamuCu00
Kadarius Toney,KAN,4,-4,0,5.6%,1,0,0,2.6%,0,0,0,.0%,All Kadarius Toney red zone rushing plays,ToneKa00
Mitchell Trubisky,PIT,4,9,2,5.6%,3,2,2,7.7%,3,2,2,18.8%,All Mitchell Trubisky red zone rushing plays,TrubMi00
Deuce Vaughn,DAL,4,8,0,3.9%,1,0,0,2.0%,1,0,0,4.2%,All Deuce Vaughn red zone rushing plays,VaugDe00
Andrew Beck,HOU,3,1,1,3.9%,3,1,1,7.0%,3,1,1,13.0%,All Andrew Beck red zone rushing plays,BeckAn01
Nick Chubb,CLE,3,20,0,4.5%,2,9,0,6.5%,0,0,0,.0%,All Nick Chubb red zone rushing plays,ChubNi00
Brandin Cooks,DAL,3,15,0,2.9%,0,0,0,.0%,0,0,0,.0%,All Brandin Cooks red zone rushing plays,CookBr00
Tommy DeVito,NYG,3,11,1,4.7%,2,12,1,9.1%,0,0,0,.0%,All Tommy DeVito red zone rushing plays,DeViTo00
Jimmy Garoppolo,LVR,3,11,0,4.7%,2,3,0,5.4%,1,0,0,6.7%,All Jimmy Garoppolo red zone rushing plays,GaroJi00
CeeDee Lamb,DAL,3,17,2,2.9%,2,3,1,4.0%,1,3,1,4.2%,All CeeDee Lamb red zone rushing plays,LambCe00
Will Levis,TEN,3,14,1,5.7%,2,3,1,6.3%,2,3,1,11.8%,All Will Levis red zone rushing plays,LeviWi00
Jerick McKinnon,KAN,3,6,1,4.2%,1,7,1,2.6%,0,0,0,.0%,All Jerick McKinnon red zone rushing plays,McKiJe00
Jakobi Meyers,LVR,3,22,2,4.7%,1,5,1,2.7%,0,0,0,.0%,All Jakobi Meyers red zone rushing plays,MeyeJa01
Kendre Miller,NOR,3,12,1,3.3%,1,3,1,1.8%,1,3,1,5.0%,All Kendre Miller red zone rushing plays,MillKe01
Keaton Mitchell,BAL,3,3,0,2.8%,0,0,0,.0%,0,0,0,.0%,All Keaton Mitchell red zone rushing plays,MitcKe01
Puka Nacua,LAR,3,9,0,3.7%,0,0,0,.0%,0,0,0,.0%,All Puka Nacua red zone rushing plays,NacuPu00
Mason Rudolph,PIT,3,8,0,4.2%,2,6,0,5.1%,0,0,0,.0%,All Mason Rudolph red zone rushing plays,RudoMa00
Laviska Shenault,CAR,3,18,0,5.3%,1,7,0,3.4%,0,0,0,.0%,All Laviska Shenault red zone rushing plays,ShenLa00
Matthew Stafford,LAR,3,4,0,3.7%,2,2,0,3.9%,1,0,0,4.5%,All Matthew Stafford red zone rushing plays,StafMa00
Tyrod Taylor,NYG,3,15,0,4.7%,0,0,0,.0%,0,0,0,.0%,All Tyrod Taylor red zone rushing plays,TaylTy00
Deven Thompkins,TAM,3,21,0,4.8%,0,0,0,.0%,0,0,0,.0%,All Deven Thompkins red zone rushing plays,ThomDe07
Deshaun Watson,CLE,3,27,1,4.5%,0,0,0,.0%,0,0,0,.0%,All Deshaun Watson red zone rushing plays,WatsDe00
Carson Wentz,LAR,3,19,1,3.7%,1,4,0,2.0%,0,0,0,.0%,All Carson Wentz red zone rushing plays,WentCa00
Jamal Agnew,JAX,2,-2,0,2.9%,0,0,0,.0%,0,0,0,.0%,All Jamal Agnew red zone rushing plays,AgneJa00
Kyle Allen,BUF,2,-2,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Kyle Allen red zone rushing plays,AlleKy00
Raheem Blackshear,CAR,2,2,0,3.5%,0,0,0,.0%,0,0,0,.0%,All Raheem Blackshear red zone rushing plays,BlacRa00
Brandon Bolden,LVR,2,6,0,3.1%,2,6,0,5.4%,0,0,0,.0%,All Brandon Bolden red zone rushing plays,BoldBr00
Chris Brooks,MIA,2,0,0,2.2%,2,0,0,3.4%,0,0,0,.0%,All Chris Brooks red zone rushing plays,BrooCh00
Joe Burrow,CIN,2,4,0,2.8%,0,0,0,.0%,0,0,0,.0%,All Joe Burrow red zone rushing plays,BurrJo01
Tank Dell,HOU,2,6,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Tank Dell red zone rushing plays,DellNa00
Emari Demercado,ARI,2,10,1,3.4%,1,-1,0,3.0%,1,-1,0,5.6%,All Emari Demercado red zone rushing plays,DemeEm00
Erik Ezukanma,MIA,2,11,0,2.2%,1,-1,0,1.7%,1,-1,0,3.7%,All Erik Ezukanma red zone rushing plays,EzukEr00
Zay Flowers,BAL,2,9,0,1.9%,1,6,0,1.6%,0,0,0,.0%,All Zay Flowers red zone rushing plays,FlowZa00
Xavier Gipson,NYJ,2,23,1,5.4%,1,9,1,6.7%,0,0,0,.0%,All Xavier Gipson red zone rushing plays,GipsXa00
Eric Gray,NYG,2,4,0,3.1%,0,0,0,.0%,0,0,0,.0%,All Eric Gray red zone rushing plays,GrayEr01
Kevin Harris,NWE,2,20,1,4.8%,0,0,0,.0%,0,0,0,.0%,All Kevin Harris red zone rushing plays,HarrKe01
DeAndre Hopkins,TEN,2,9,0,3.8%,1,4,0,3.1%,0,0,0,.0%,All DeAndre Hopkins red zone rushing plays,HopkDe00
Xavier Hutchinson,HOU,2,8,0,2.6%,1,3,0,2.3%,1,3,0,4.3%,All Xavier Hutchinson red zone rushing plays,HutcXa00
Keaontay Ingram,ARI,2,7,0,3.4%,1,-1,0,3.0%,0,0,0,.0%,All Keaontay Ingram red zone rushing plays,IngrKe01
Kyle Juszczyk,SFO,2,3,0,2.0%,2,3,0,3.6%,1,0,0,3.1%,All Kyle Juszczyk red zone rushing plays,JuszKy00
Hunter Luepke,DAL,2,4,1,1.9%,2,4,1,4.0%,2,4,1,8.3%,All Hunter Luepke red zone rushing plays,LuepHu00
Nick Mullens,MIN,2,3,0,3.9%,1,1,0,3.6%,0,0,0,.0%,All Nick Mullens red zone rushing plays,MullNi00
Dare Ogunbowale,HOU,2,3,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Dare Ogunbowale red zone rushing plays,OgunDa00
La'Mical Perine,KAN,2,0,0,2.8%,2,0,0,5.3%,2,0,0,11.1%,All La'Mical Perine red zone rushing plays,PeriLa00
Jayden Reed,GNB,2,15,1,2.3%,0,0,0,.0%,0,0,0,.0%,All Jayden Reed red zone rushing plays,ReedJa03
Boston Scott,PHI,2,-6,0,1.9%,1,-7,0,1.5%,1,-7,0,3.3%,All Boston Scott red zone rushing plays,ScotBo02
Ryan Tannehill,TEN,2,11,1,3.8%,0,0,0,.0%,0,0,0,.0%,All Ryan Tannehill red zone rushing plays,TannRy00
Dorian Thompson-Robinson,CLE,2,3,0,3.0%,1,3,0,3.2%,0,0,0,.0%,All Dorian Thompson-Robinson red zone rushing plays,ThomDo02
KaVontae Turpin,DAL,2,13,1,1.9%,1,7,1,2.0%,0,0,0,.0%,All KaVontae Turpin red zone rushing plays,TurpKa00
Zach Wilson,NYJ,2,8,0,5.4%,1,6,0,6.7%,0,0,0,.0%,All Zach Wilson red zone rushing plays,WilsZa00
Jameis Winston,NOR,2,-3,0,2.2%,0,0,0,.0%,0,0,0,.0%,All Jameis Winston red zone rushing plays,WinsJa00
Jordan Addison,MIN,1,2,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Jordan Addison red zone rushing plays,AddiJo00
Keenan Allen,LAC,1,4,0,1.4%,1,4,0,2.2%,0,0,0,.0%,All Keenan Allen red zone rushing plays,AlleKe00
Mark Andrews,BAL,1,0,0,.9%,0,0,0,.0%,0,0,0,.0%,All Mark Andrews red zone rushing plays,AndrMa00
Tutu Atwell,LAR,1,0,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Tutu Atwell red zone rushing plays,AtweTu00
Calvin Austin,PIT,1,7,1,1.4%,1,7,1,2.6%,0,0,0,.0%,All Calvin Austin red zone rushing plays,AustCa00
Nick Bawden,NYJ,1,1,1,2.7%,1,1,1,6.7%,1,1,1,50.0%,All Nick Bawden red zone rushing plays,BawdNi00
Jake Bobo,SEA,1,3,1,1.4%,1,3,1,2.7%,1,3,1,5.9%,All Jake Bobo red zone rushing plays,BoboJa00
Mike Boone,HOU,1,0,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Mike Boone red zone rushing plays,BoonMi00
Tim Boyle,NYJ,1,2,0,2.7%,0,0,0,.0%,0,0,0,.0%,All Tim Boyle red zone rushing plays,BoylTi00
Jacoby Brissett,WAS,1,0,0,1.8%,1,0,0,3.8%,1,0,0,6.7%,All Jacoby Brissett red zone rushing plays,BrisJa00
Noah Brown,HOU,1,-1,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Noah Brown red zone rushing plays,BrowNo00
Treylon Burks,TEN,1,-3,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Treylon Burks red zone rushing plays,BurkTr00
DeAndre Carter,LVR,1,3,0,1.6%,0,0,0,.0%,0,0,0,.0%,All DeAndre Carter red zone rushing plays,CartDe02
Jashaun Corbin,NYG,1,1,0,1.6%,1,1,0,4.5%,0,0,0,.0%,All Jashaun Corbin red zone rushing plays,CorbJa01
Sam Darnold,SFO,1,1,1,1.0%,1,1,1,1.8%,1,1,1,3.1%,All Sam Darnold red zone rushing plays,DarnSa00
Derius Davis,LAC,1,1,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Derius Davis red zone rushing plays,DaviDe02
Stefon Diggs,BUF,1,5,0,.9%,1,5,0,1.6%,0,0,0,.0%,All Stefon Diggs red zone rushing plays,DiggSt00
J.K. Dobbins,BAL,1,4,1,.9%,1,4,1,1.6%,1,4,1,3.3%,All J.K. Dobbins red zone rushing plays,DobbJK00
Elijah Dotson,LAC,1,1,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Elijah Dotson red zone rushing plays,DotsEl00
Devin Duvernay,BAL,1,0,0,.9%,0,0,0,.0%,0,0,0,.0%,All Devin Duvernay red zone rushing plays,DuveDe00
Chris Godwin,TAM,1,19,1,1.6%,0,0,0,.0%,0,0,0,.0%,All Chris Godwin red zone rushing plays,GodwCh00
Dallas Goedert,PHI,1,1,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Dallas Goedert red zone rushing plays,GoedDa00
Derrick Gore,WAS,1,0,0,1.8%,1,0,0,3.8%,0,0,0,.0%,All Derrick Gore red zone rushing plays,GoreDe00
Noah Gray,KAN,1,1,0,1.4%,1,1,0,2.6%,0,0,0,.0%,All Noah Gray red zone rushing plays,GrayNo00
Jaren Hall,MIN,1,3,0,2.0%,1,3,0,3.6%,1,3,0,6.3%,All Jaren Hall red zone rushing plays,HallJa00
