player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Riley Reiff,7029,T,MIN,15,0,18,59.2,100,95,21.8,95,60.8,1,100,436,436,59.4,100,296,67.9,296
Rodney Hudson,6207,C,LV,16,0,23,66.5,100,141,32.3,141,72.7,0,100,436,436,72.8,100,265,60.8,265
D.J. Humphries,9457,T,ARZ,16,0,1,74.1,100,169,38.9,169,90.8,1,100,434,434,93.9,100,204,47,204
Kelvin Beachum,7229,T,ARZ,16,0,1,52.1,100,168,38.8,168,59,0,100,433,433,69.3,100,204,47.1,204
Elgton Jenkins,46298,G,GB,16,0,12,55.5,100,106,24.7,106,62.3,3,100,429,429,66,100,290,67.6,290
Gabe Jackson,8716,G,LV,16,0,23,53.2,100,137,32,137,58.5,1,100,428,428,58.3,100,261,61,261
Philip Rivers,1725,QB,IND,16,0,14,60.7,99.3,151,35.4,152,60.4,0,96.2,426,443,60,100,247,58,247
Lloyd Cushenberry III,41924,C,DEN,16,0,10,37,100,196,46.6,196,37.9,1,100,421,421,40.1,100,180,42.8,180
Connor Williams,46216,G,DAL,16,0,9,68.2,100,121,29.7,121,70.8,1,100,407,407,74.1,100,238,58.5,238
Braden Smith,46794,T,IND,14,0,14,58.8,100,141,34.7,141,79.3,1,100,406,406,87,100,216,53.2,216
Damiere Byrd,9964,WR,NE,16,1,19,68.9,100,236,58.6,236,48,1,99.5,403,405,57.5,100,111,27.5,111
Ted Karras,10855,C,MIA,16,0,17,53.5,100,153,38.2,153,62.4,1,100,401,401,69.2,100,194,48.4,194
Jared Goff,10635,QB,LA,15,0,26,60,100,148,36.9,148,60,0,93.3,401,430,60,99.1,224,55.9,226
David Edwards,35941,G,LA,15,0,26,50.4,100,140,34.9,140,68.9,1,100,401,401,77.9,100,210,52.4,210
Rodger Saffold,5558,G,TEN,15,0,31,63.2,100,118,29.5,118,74.5,0,100,400,400,76.8,100,268,67,268
Jesse Davis,9989,T,MIA,16,0,17,57.3,100,150,37.7,150,58.6,0,100,398,398,56,100,193,48.5,193
Chris Lindstrom,46692,G,ATL,16,0,2,68.7,100,151,37.9,151,76.6,0,100,398,398,84.2,100,207,52,207
Aaron Rodgers,2241,QB,GB,16,0,12,60,99,101,25.5,102,60,0,96.6,396,410,60,99,283,71.5,286
Trent Williams,5529,T,SF,14,1,28,79.2,100,122,30.9,122,91.8,4,100,395,395,92.6,100,233,59,233
Sam Tevi,11945,T,LAC,14,0,27,45.4,100,132,33.5,132,41.9,1,100,394,394,45.7,100,207,52.5,207
Garett Bolles,11775,T,DEN,15,0,10,81.1,100,180,45.8,180,87.1,1,100,393,393,85.6,100,172,43.8,172
Tyler Higbee,10744,TE,LA,15,0,26,67.1,100,140,35.9,140,62.4,2,99.7,390,391,59.1,99.5,204,52.3,205
Chase Roullier,11954,C,WAS,16,0,32,68.8,100,157,40.3,157,72.4,1,100,390,390,68.7,100,193,49.5,193
Jake Matthews,8641,T,ATL,16,0,2,53.2,100,149,38.3,149,57.5,1,100,389,389,64.5,100,203,52.2,203
Adam Thielen,8288,WR,MIN,15,0,18,55.9,100,76,19.6,76,64.5,0,99.2,387,390,69.2,100,272,70.3,272
Dalton Risner,47008,G,DEN,16,0,10,52.6,100,187,48.3,187,53.7,0,100,387,387,55.7,100,159,41.1,159
Denzelle Good,9688,G,LV,15,0,23,47.4,100,124,32,124,57.6,1,100,387,387,63.4,100,237,61.2,237
Derek Carr,8671,QB,LV,16,0,23,60,98.5,129,33.6,131,60,0,95.8,384,401,60,99.2,241,62.8,243
Lucas Patrick,11435,G,GB,16,0,12,59.1,100,98,25.6,98,64.2,1,100,383,383,63.3,100,258,67.4,258
Shaq Mason,9564,G,NE,13,0,19,87.3,100,225,58.9,225,88.1,0,100,382,382,75.9,100,94,24.6,94
Nick Gates,29476,C,NYG,16,0,21,76,100,218,57.2,218,61,2,100,381,381,49.1,100,114,29.9,114
DeAndre Hopkins,7808,WR,ARZ,16,0,1,59.7,100,146,38.6,146,55.5,0,99.7,378,379,64.3,100,186,49.2,186
Morgan Moses,8701,T,WAS,16,0,32,77.7,100,151,40.1,151,85.9,2,100,377,377,88.7,100,188,49.9,188
Jonnu Smith,11855,TE,TEN,15,0,31,50.2,99.1,108,28.6,109,61.4,1,99.5,377,379,68.3,100,245,65,245
Matt Ryan,4317,QB,ATL,16,0,2,60,99.3,148,39.4,149,60.3,0,96.7,376,389,60.5,99.5,202,53.7,203
Taylor Moton,11819,T,CAR,16,0,5,63.4,100,171,45.6,171,76.3,0,100,375,375,84.6,100,166,44.3,166
Matt Paradis,8841,C,CAR,16,0,5,53.3,100,171,45.6,171,59.6,0,100,375,375,71.7,100,166,44.3,166
Justin Herbert,28237,QB,LAC,15,0,27,60.3,97.7,126,33.7,129,60.3,0,91.9,374,407,60,94.5,206,55.1,218
Connor McGovern,10778,C,NYJ,16,0,22,50.5,100,103,27.6,103,70.5,0,100,373,373,78.4,100,251,67.3,251
Alejandro Villanueva,9091,T,PIT,16,0,25,59.9,100,178,47.7,178,60.9,0,100,373,373,66.8,100,124,33.2,124
Kevin Zeitler,7032,G,NYG,16,0,21,61.3,100,215,57.6,215,63,1,100,373,373,71.7,100,111,29.8,111
Germain Ifedi,10665,G,CHI,16,0,6,67,100,54,14.5,54,62.8,2,100,372,372,63,100,283,76.1,283
Kolton Miller,47013,T,LV,14,0,23,53.3,100,120,32.3,120,55.4,2,100,372,372,62.3,100,224,60.2,224
Charles Leno Jr.,8880,T,CHI,16,0,6,60.5,100,54,14.5,54,74.5,3,100,372,372,75.6,100,283,76.1,283
Tristan Wirfs,64818,T,TB,16,0,30,77.6,100,199,53.6,199,74.9,1,100,371,371,71.4,100,122,32.9,122
Jason Kelce,6343,C,PHI,16,0,24,80.1,100,113,30.5,113,79,3,100,370,370,72,100,210,56.8,210
Alex Cappa,66578,G,TB,16,1,30,59.6,100,199,54.1,199,63.9,1,100,368,368,65.1,100,122,33.2,122
Daryl Williams,9535,T,BUF,16,0,4,59.3,100,114,31.1,114,76.9,1,100,366,366,87.3,100,172,47,172
Justin Pugh,7800,G,ARZ,15,0,1,61.1,100,140,38.4,140,62.7,4,100,365,365,63.3,100,174,47.7,174
Terron Armstead,7856,T,NO,14,1,20,70.3,100,144,39.5,144,77.5,2,100,365,365,79.6,100,175,47.9,175
Darren Waller,9637,TE,LV,16,0,23,44.4,100,110,30.1,110,49.7,0,100,365,365,55.4,100,231,63.3,231
Robert Woods,7822,WR,LA,16,0,26,66.8,97.8,131,36,134,55.5,1,93.8,364,388,68.4,100,213,58.5,213
Andrew Thomas,59701,T,NYG,16,0,21,61.8,100,208,57.5,208,62.4,1,100,362,362,63.3,100,106,29.3,106
Ryan Jensen,7985,C,TB,16,0,30,80.2,100,196,54.3,196,75.8,0,100,361,361,78.8,100,120,33.2,120
Billy Turner,8702,T,GB,14,0,12,58.9,100,87,24.2,87,63.9,0,100,360,360,61.5,100,247,68.6,247
Dion Dawkins,11818,T,BUF,16,0,4,79.2,100,111,30.8,111,73.9,1,100,360,360,71.5,100,174,48.3,174
Taylor Decker,10650,T,DET,16,0,11,67,100,151,42.4,151,72.9,0,100,356,356,72.9,100,176,49.4,176
Duane Brown,4340,T,SEA,16,0,29,74.8,100,82,23.1,82,81.7,1,100,355,355,80.1,100,235,66.2,235
Terence Steele,39461,T,DAL,15,0,9,48.9,100,106,29.9,106,52.6,1,100,354,354,50.7,100,211,59.6,211
David Andrews,9948,C,NE,12,0,19,65.8,100,215,60.7,215,69.9,0,100,354,354,73.7,100,89,25.1,89
Chukwuma Okorafor,46302,T,PIT,16,0,25,50.9,100,162,46.2,162,49,1,100,351,351,42.9,100,121,34.5,121
Mason Cole,45547,C,ARZ,14,0,1,61.1,100,136,38.9,136,62.9,0,100,350,350,63.6,100,166,47.4,166
Michael Gallup,26075,WR,DAL,16,0,9,71.4,100,103,29.5,103,42.2,0,100,349,349,59,100,213,61,213
Dalton Schultz,47304,TE,DAL,16,0,9,61,100,101,29,101,65.4,2,100,348,348,65.9,100,208,59.8,208
Eric Fisher,7783,T,KC,15,0,16,58.4,100,83,24,83,72.7,0,100,346,346,78.4,100,228,65.9,228
Wes Schweitzer,10829,G,WAS,16,0,32,51.8,100,138,39.9,138,65.7,0,100,346,346,72.2,100,173,50,173
Jonah Jackson,37070,G,DET,16,1,11,63.3,100,145,42,145,61.5,1,100,345,345,61,100,171,49.6,171
Kyler Murray,38334,QB,ARZ,16,0,1,60.3,91.1,153,44.5,168,60.6,0,80.4,344,428,60.4,82.7,167,48.5,202
Cesar Ruiz,59857,G,NO,14,0,20,59,100,128,37.3,128,61.6,0,100,343,343,62.2,100,168,49,168
Drew Sample,47259,TE,CIN,16,0,7,57.2,100,87,25.5,87,72.1,0,100,341,341,74.5,100,216,63.3,216
Cam Fleming,8775,T,NYG,16,0,21,65.3,100,193,56.8,193,62,0,100,340,340,61.2,100,101,29.7,101
Wyatt Teller,46131,G,CLV,11,0,8,78.9,100,152,44.7,152,93.6,2,100,340,340,95.8,100,161,47.4,161
Alex Mack,4944,C,ATL,14,0,2,57.7,100,128,37.8,128,70.2,1,100,339,339,81.4,100,180,53.1,180
Trey Hopkins,9276,C,CIN,15,0,7,57.6,100,90,26.6,90,62.1,0,100,338,338,65,100,205,60.7,205
Marquise Brown,61568,WR,BLT,16,0,3,62.7,100,242,72,242,58.7,0,100,336,336,65.1,100,77,22.9,77
Logan Thomas,8755,TE,WAS,16,0,32,47.1,98.5,134,40,136,58.8,1,98.8,335,339,71.9,99.4,174,51.9,175
Damien Lewis,81532,G,SEA,16,1,29,65.5,100,79,23.7,79,81.5,3,100,334,334,81.9,100,219,65.6,219
Anthony Castonzo,6174,T,IND,12,0,14,56.5,100,121,36.4,121,58.9,1,100,332,332,61.3,100,179,53.9,179
A.J. Brown,48327,WR,TEN,14,0,31,72.2,100,99,29.9,99,73.8,1,100,331,331,68.9,100,226,68.3,226
Ryan Izzo,47327,TE,NE,12,0,19,61,100,199,60.3,199,56.2,0,100,330,330,50,100,72,21.8,72
Lamar Jackson,46416,QB,BLT,15,0,3,60.3,74.8,240,72.9,321,60.3,0,74.8,329,440,60,89.5,77,23.4,86
John Miller,9514,G,CAR,14,0,5,52.3,100,147,44.7,147,59.8,3,100,329,329,70.6,100,149,45.3,149
Matthew Stafford,4924,QB,DET,16,0,11,60.3,100,142,43.2,142,60.3,0,96.5,329,341,60.2,98.3,170,51.7,173
Zach Pascal,12303,WR,IND,16,1,14,63.5,100,108,32.9,108,72.5,2,100,328,328,63.5,100,192,58.5,192
Donovan Smith,9467,T,TB,15,0,30,79.9,100,176,53.7,176,74,5,100,328,328,57.4,100,112,34.1,112
Cody Whitehair,10690,C,CHI,14,0,6,65.8,100,43,13.1,43,85.6,0,100,327,327,84.5,100,254,77.7,254
Chris Reed,9830,G,CAR,14,0,5,67.9,100,147,45.2,147,67.2,0,100,325,325,70.4,100,146,44.9,146
Ethan Pocic,11813,C,SEA,14,0,29,55,100,73,22.5,73,61.9,0,100,325,325,64.3,100,215,66.2,215
Hunter Henry,10669,TE,LAC,14,0,27,65.7,100,109,33.5,109,68.8,1,100,325,325,68.7,100,175,53.8,175
Kaleb McGary,46912,T,ATL,14,0,2,76.6,100,124,38.3,124,65.9,0,100,324,324,60.6,100,167,51.5,167
Terry McLaurin,48229,WR,WAS,15,0,32,62.2,100,108,33.5,108,62.4,0,99.4,322,324,60.7,100,180,55.9,180
Matt Skura,11102,C,BLT,14,0,3,62.9,100,227,70.5,227,56.2,0,99.7,322,323,60.2,100,63,19.6,63
George Fant,11282,T,NYJ,14,0,22,44.4,100,82,25.5,82,56.9,0,100,322,322,63.7,100,222,68.9,222
Russell Wilson,7077,QB,SEA,16,0,29,60,96.3,79,24.5,82,60,0,91.5,322,352,60,97.4,227,70.5,233
Corey Davis,11760,WR,TEN,14,0,31,63.1,100,94,29.3,94,67.5,0,100,321,321,62.8,100,218,67.9,218
Justin Jefferson,61398,WR,MIN,16,0,18,65.7,100,54,16.8,54,63.1,0,99.7,321,322,59,100,232,72.3,232
Bobby Hart,9659,T,CIN,14,0,7,52.9,100,84,26.3,84,68.5,1,100,320,320,67.9,100,191,59.7,191
Frank Ragnow,39137,C,DET,14,0,11,73.2,100,133,41.6,133,80.9,1,100,320,320,87.1,100,163,50.9,163
Jawaan Taylor,41665,T,JAX,16,0,15,56.7,100,111,34.8,111,61.4,0,100,319,319,66.8,100,181,56.7,181
Brandon Scherff,9438,G,WAS,13,0,32,62.9,100,126,39.5,126,80.1,0,100,319,319,82,100,161,50.5,161
Andrew Wylie,12333,G,KC,14,0,16,46.3,100,77,24.1,77,53.1,0,100,319,319,54.7,100,209,65.5,209
Mitch Morse,9482,C,BUF,14,0,4,59.3,100,97,30.4,97,63.8,3,100,319,319,59.9,100,150,47,150
Keenan Allen,7857,WR,LAC,14,0,27,67.7,100,105,32.9,105,67.8,0,100,319,319,61.6,100,181,56.7,181
Ereck Flowers,9442,G,MIA,14,0,17,46.7,100,122,38.4,122,58.1,3,100,318,318,66.5,100,149,46.9,149
Tom Brady,698,QB,TB,16,0,30,60,98.9,184,57.9,186,60,0,92.4,318,344,60,100,115,36.2,115
Ben Roethlisberger,1732,QB,PIT,15,0,25,60,99.4,165,52.1,166,60,0,93.8,317,338,60,100,111,35,111
Teddy Bridgewater,8667,QB,CAR,15,0,5,60.3,99.3,149,47.3,150,60.2,0,94.9,315,332,60,97.3,144,45.7,148
Jakobi Meyers,47468,WR,NE,14,0,19,50.1,100,195,61.9,195,45.4,2,99.4,315,317,67.6,100,75,23.8,75
D.K. Metcalf,47864,WR,SEA,16,0,29,48.2,100,78,24.9,78,62.1,1,100,313,313,74.8,100,217,69.3,217
Austin Hooper,10715,TE,CLV,13,0,8,56.5,100,133,42.5,133,58.7,2,100,313,313,59,100,151,48.2,151
Graham Glasgow,10729,G,DEN,13,0,10,62.4,100,139,44.6,139,68.8,2,100,312,312,69.9,100,141,45.2,141
David Bakhtiari,7891,T,GB,12,0,12,76.2,100,78,25,78,86.9,1,100,312,312,85.5,100,213,68.3,213
Michael Pittman Jr.,29049,WR,IND,13,0,14,75.1,100,95,30.5,95,74.3,3,99,311,314,64.3,100,191,61.4,191
Patrick Mahomes,11765,QB,KC,15,0,16,60.3,96.3,78,25.1,81,60.1,0,94,311,331,60,98.6,215,69.1,218
Cam Robinson,11789,T,JAX,16,0,15,57.3,100,109,35,109,53.8,0,100,311,311,52.8,100,176,56.6,176
Cam Newton,6153,QB,NE,15,0,19,60,77.3,194,62.6,251,60.3,0,72.6,310,427,60.5,85.1,86,27.7,101
Rob Gronkowski,5567,TE,TB,16,0,30,56.6,100,176,56.8,176,55.5,0,100,310,310,55.7,100,109,35.2,109
Stefon Diggs,9579,WR,BUF,16,0,4,58.1,100,102,33.2,102,60.4,1,99.7,307,308,58.4,100,160,52.1,160
Austin Jackson,60816,T,MIA,13,1,17,61,100,104,34.1,104,49.7,1,100,305,305,47,100,153,50.2,153
Andrus Peat,9446,G,NO,13,0,20,62.7,100,120,39.3,120,60.6,1,100,305,305,55.5,100,138,45.2,138
Isaiah Wynn,46048,T,NE,10,1,19,90.2,100,183,60.2,183,81.8,1,100,304,304,73.5,100,67,22,67
Drew Lock,39517,QB,DEN,13,0,10,60,99.3,152,50.2,153,60,0,93.2,303,325,60,96.4,134,44.2,139
Jalen Guyton,34164,WR,LAC,16,0,27,90.6,100,95,31.6,95,68.2,0,99.3,301,303,58.8,100,168,55.8,168
Amari Cooper,9437,WR,DAL,16,1,9,51.1,100,85,28.3,85,47.6,1,98,300,306,55.3,100,188,62.7,188
Matt Feiler,9289,G,PIT,13,0,25,60.4,100,144,48,144,59.6,1,100,300,300,60.7,100,101,33.7,101
Ali Marpet,9494,G,TB,13,0,30,81.3,100,157,52.5,157,88,1,100,299,299,87.6,100,100,33.4,100
Solomon Kindley,41471,G,MIA,13,0,17,44.2,100,126,42.1,126,50.4,2,100,299,299,58.9,100,141,47.2,141
Nate Herbig,28844,G,PHI,14,0,24,53.8,100,85,28.5,85,69.4,0,100,298,298,79.5,100,172,57.7,172
James Carpenter,6177,G,ATL,13,0,2,52.8,100,112,37.7,112,51.7,0,100,297,297,49.5,100,155,52.2,155
Maurkice Pouncey,5543,C,PIT,13,0,25,56.7,100,142,47.8,142,55.6,0,100,297,297,54.7,100,100,33.7,100
Corey Linsley,8796,C,GB,13,0,12,63.5,100,65,21.9,65,87.8,0,100,297,297,87.5,100,213,71.7,213
Cooper Kupp,11824,WR,LA,15,0,26,84.8,100,98,33.1,98,88.9,0,98.7,296,300,76.6,100,170,57.4,170
Tim Patrick,12087,WR,DEN,15,0,10,63.3,100,145,49.3,145,59.8,1,100,294,294,64.1,100,118,40.1,118
Jack Doyle,8520,TE,IND,14,0,14,64.7,100,100,34,100,69.2,3,100,294,294,65.3,100,155,52.7,155
Marquez Valdes-Scantling,47809,WR,GB,16,0,12,53.4,100,65,22.3,65,49.6,2,98.6,292,296,66.1,100,219,75,219
Darius Slayton,25578,WR,NYG,16,1,21,67.9,100,177,60.6,177,58.5,1,99.3,292,294,65.9,100,95,32.5,95
Nick Martin,10684,C,HST,16,0,13,52.5,100,81,27.8,81,47.7,1,100,291,291,51,100,196,67.4,196
Josh Reynolds,11872,WR,LA,16,0,26,66.4,100,102,35.2,102,50.7,1,99.7,290,291,47.7,100,162,55.9,162
Gabe Davis,55410,WR,BUF,16,1,4,47.5,98.9,89,30.8,90,51.9,1,99.7,289,290,56.4,100,136,47.1,136
Luke Stocker,6256,TE,ATL,16,0,2,55.3,100,129,45.1,129,58.1,0,100,286,286,62.6,100,131,45.8,131
A.J. Cann,9500,G,JAX,15,0,15,64.9,100,102,35.8,102,62,1,100,285,285,63.8,100,161,56.5,161
Zach Fulton,8828,G,HST,16,0,13,56.4,100,77,27.1,77,60,1,100,284,284,63.8,100,193,68,193
Allen Robinson II,8696,WR,CHI,16,0,6,54.8,100,41,14.4,41,58.2,0,99.6,284,285,63.1,100,225,79.2,225
Mike Williams,11762,WR,LAC,15,0,27,64.7,100,88,31,88,65.9,0,99.6,284,285,61.8,100,165,58.1,165
Quinton Spain,10110,G,CIN,12,0,7,55.6,100,69,24.4,69,62.4,2,100,283,283,66.7,100,174,61.5,174
Josh Allen,46601,QB,BUF,16,0,4,60.5,89.3,100,35.3,112,60.3,1,79.1,283,358,60,92.4,158,55.8,171
Davante Adams,8688,WR,GB,14,0,12,65.2,100,73,25.8,73,66.8,0,100,283,283,62.2,100,201,71,201
Harrison Bryant,26394,TE,CLV,15,0,8,58.5,100,136,48.1,136,62.5,0,100,283,283,65.6,100,119,42,119
Chris Manhertz,10211,TE,CAR,16,0,5,78.7,100,148,52.5,148,69,0,100,282,282,55.1,100,108,38.3,108
A.J. Green,6156,WR,CIN,16,0,7,64.6,100,73,25.9,73,62.6,0,100,282,282,63.2,100,183,64.9,183
Patrick Ricard,48862,FB,BLT,15,1,3,85.5,100,221,78.4,221,82,2,99.6,282,283,68.5,100,36,12.8,36
Tyler Lockett,9502,WR,SEA,16,0,29,68.1,100,67,23.8,67,56.4,1,100,282,282,59.8,100,202,71.6,202
Mekhi Becton,59818,T,NYJ,14,0,22,71.6,100,67,24,67,73.9,0,100,279,279,74.5,100,199,71.3,199
Patrick Mekari,46219,C,BLT,13,0,3,61.4,100,201,72,201,63.1,1,100,279,279,73.8,100,54,19.4,54
Sam Darnold,29048,QB,NYJ,12,0,22,60,100,71,25.5,71,60,0,96.2,278,289,60,99,201,72.3,203
Gerald Everett,11799,TE,LA,16,0,26,55.6,100,98,35.3,98,63.2,1,99.6,278,279,61,100,138,49.6,138
Drew Brees,802,QB,NO,12,0,20,62.9,100,96,34.5,96,62.2,0,94.6,278,294,61.2,100,154,55.4,154
Ben Powers,41482,G,BLT,14,0,3,56.4,100,221,79.8,221,57.5,2,100,277,277,59.7,100,35,12.6,35
D.J. Fluker,7792,T,BLT,13,0,3,64.2,100,205,74,205,67.9,4,100,277,277,73.2,100,50,18.1,50
Joe Looney,7117,C,DAL,12,0,9,57.7,100,84,30.7,84,50.3,0,100,274,274,51,100,161,58.8,161
Tee Higgins,61211,WR,CIN,16,0,7,62.2,100,65,23.7,65,49.8,0,98.2,274,279,61.4,100,180,65.7,180
Mo Alie-Cox,12078,TE,IND,15,0,14,63.4,100,100,36.5,100,68.2,0,100,274,274,68.7,100,139,50.7,139
Miles Boykin,48209,WR,BLT,16,0,3,73.1,100,195,71.2,195,70.5,2,100,274,274,59.4,100,61,22.3,61
Marvin Jones Jr.,7158,WR,DET,16,0,11,51.3,100,111,40.7,111,42.2,1,100,273,273,58.2,100,140,51.3,140
Robert Hunt,46139,T,MIA,16,0,17,76.9,100,110,40.4,110,74.2,2,100,272,272,74.3,100,127,46.7,127
Austin Reiter,9655,C,KC,14,0,16,54,100,71,26.1,71,63.6,0,100,272,272,70.1,100,171,62.9,171
Greg Van Roten,7746,G,NYJ,13,0,22,54.4,100,86,31.9,86,54.4,0,100,270,270,60.1,100,174,64.4,174
Cole Kmet,60995,TE,CHI,16,0,6,54.8,100,40,14.8,40,58.5,0,99.6,270,271,57.6,100,200,74.1,200
Larry Fitzgerald,1724,WR,ARZ,13,0,1,60.1,100,104,38.5,104,45.3,1,100,270,270,59.3,100,130,48.1,130
Kyle Juszczyk,7912,FB,SF,16,0,28,53.1,98.8,79,29.4,80,63.2,0,94.1,269,286,70.7,98.8,167,62.1,169
Daniel Jones,39395,QB,NYG,14,0,21,60,96.6,171,63.8,177,60,0,85.4,268,314,60,80.2,77,28.7,96
Brandon Aiyuk,84109,WR,SF,12,0,28,51,100,83,31,83,55.8,2,98.2,268,273,57.4,100,163,60.8,163
Kyle Rudolph,6195,TE,MIN,12,1,18,62,100,64,24,64,59.1,2,100,267,267,56.1,100,177,66.3,177
Jarvis Landry,8698,WR,CLV,15,1,8,61.9,99.1,111,41.9,112,72.1,1,98.9,265,268,71,100,137,51.7,137
DJ Moore,48267,WR,CAR,15,0,5,65.9,100,116,43.8,116,57.2,0,99.3,265,267,62.7,100,134,50.6,134
Noah Fant,42388,TE,DEN,15,0,10,58.6,100,128,48.5,128,53.7,2,100,264,264,49.3,100,115,43.6,115
Nelson Agholor,9453,WR,LV,16,0,23,53.8,100,77,29.2,77,52.6,0,99.6,264,265,70,100,176,66.7,176
Nick Easton,9861,G,NO,12,0,20,59,100,110,41.7,110,62.5,0,100,264,264,61,100,120,45.5,120
C.J. Ham,11347,FB,MIN,15,0,18,58.5,98.2,54,20.5,55,62.9,0,98.1,263,268,59.3,99.5,181,68.8,182
Deshaun Watson,11767,QB,HST,16,0,13,60,93.8,76,28.9,81,60,0,90.4,263,291,60,94.4,185,70.3,196
Jerry Jeudy,61103,WR,DEN,16,0,10,70.4,100,133,51,133,65.6,1,100,261,261,62.4,100,111,42.5,111
Evan Engram,11778,TE,NYG,16,0,21,61.8,100,153,58.6,153,55.2,0,97.8,261,267,48.8,100,83,31.8,83
Ezra Cleveland,41973,G,MIN,9,0,18,56.7,100,58,22.2,58,67.6,1,100,261,261,71.5,100,183,70.1,183
Andrew Whitworth,3000,T,LA,9,0,26,72.4,100,83,31.9,83,83.2,3,100,260,260,85.3,100,142,54.6,142
Tyreek Hill,10799,WR,KC,15,0,16,58.5,98.6,69,26.5,70,61,0,95.6,260,272,63.8,100,186,71.5,186
