player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Will Fries,41530,G,IND,17,0,14,63.2,100,148,33,148,59.7,2,100,448,448,61.6,100,282,62.9,282
Cesar Ruiz,59857,G,NO,16,0,20,49.1,100,178,39.8,178,46.3,0,100,447,447,47.7,100,209,46.8,209
Graham Glasgow,10729,G,DET,16,0,11,73.2,100,183,40.9,183,82.1,1,100,447,447,84.5,100,224,50.1,224
Paris Johnson Jr.,129749,T,ARZ,17,2,1,53.8,100,208,46.7,208,55.1,3,100,445,445,56.6,100,191,42.9,191
Hjalte Froholdt,44959,C,ARZ,17,0,1,70.8,100,207,46.6,207,67.4,0,100,444,444,65.3,100,191,43,191
Taylor Decker,10650,T,DET,15,0,11,59.9,100,184,41.5,184,67.2,1,100,443,443,69,100,221,49.9,221
Terence Steele,39461,T,DAL,17,0,9,54.6,100,171,38.6,171,57.2,1,100,443,443,65.6,100,203,45.8,203
Coleman Shelton,39316,C,LA,17,0,26,63.7,100,265,60,265,72.6,1,100,442,442,83.9,100,150,33.9,150
Alec Pierce,78038,WR,IND,17,0,14,70.8,100,144,32.7,144,66.1,0,100,441,441,72.8,100,280,63.5,280
Connor McGovern,41714,G,BUF,17,0,4,45,100,253,57.5,253,48.5,1,100,440,440,60.1,100,130,29.5,130
Will Hernandez,46180,G,ARZ,17,0,1,59.8,100,207,47.3,207,60.6,0,100,438,438,60.2,100,185,42.2,185
Mitch Morse,9482,C,BUF,17,0,4,67.6,100,251,57.7,251,62,0,100,435,435,52,100,129,29.7,129
Dion Dawkins,11818,T,BUF,17,2,4,71.9,100,249,57.8,249,66.3,3,100,431,431,63.4,100,127,29.5,127
Aaron Brewer,46014,C,TEN,17,0,31,76.8,100,170,39.7,170,78.7,2,100,428,428,70.5,100,220,51.4,220
Josh Myers,59992,C,GB,17,0,12,63.8,100,159,37.2,159,55.2,2,100,427,427,52.8,100,225,52.7,225
Joel Bitonio,8670,G,CLV,15,0,8,57,100,229,53.8,229,61,1,100,426,426,74.9,100,152,35.7,152
Shaq Mason,9564,G,HST,17,0,13,68,100,164,38.6,164,65.8,1,100,425,425,63.3,100,213,50.1,213
Garett Bolles,11775,T,DEN,17,0,10,68.4,100,154,36.3,154,64.3,1,100,424,424,70.6,100,197,46.5,197
Lloyd Cushenberry III,41924,C,DEN,17,0,10,70.1,100,153,36.2,153,72.4,0,100,423,423,78,100,197,46.6,197
Landon Dickerson,41712,G,PHI,16,2,24,62.7,100,111,26.4,111,67.8,5,100,421,421,67.4,100,228,54.2,228
DeVonta Smith,61100,WR,PHI,16,0,24,56.3,100,109,26,109,48.2,0,100,419,419,66.3,100,238,56.8,238
Ben Powers,41482,G,DEN,17,0,10,52.6,100,154,36.8,154,59.7,1,100,419,419,63.5,100,197,47,197
Ikem Ekwonu,98286,T,CAR,17,0,5,74.8,100,168,40.2,168,77,0,100,418,418,77.2,100,230,55,230
Bradley Bozeman,27934,C,CAR,17,0,5,64.6,100,168,40.2,168,67.5,2,100,418,418,67.7,100,230,55,230
Taylor Moton,11819,T,CAR,17,0,5,55.4,100,168,40.2,168,65.6,0,100,418,418,69.5,100,230,55,230
Ethan Pocic,11813,C,CLV,15,0,8,66.3,100,227,54.4,227,69.8,1,100,417,417,73.7,100,149,35.7,149
Luke Goedeke,77548,T,TB,17,0,30,70.9,100,160,38.5,160,70.5,2,100,416,416,66.2,100,207,49.8,207
Dan Moore Jr.,60120,T,PIT,16,0,25,62.3,100,145,34.9,145,57.8,0,100,416,416,53.6,100,196,47.1,196
Robert Hainsey,59980,C,TB,17,0,30,48.8,100,160,38.5,160,53,1,100,416,416,59.3,100,207,49.8,207
Cody Mauch,66637,G,TB,17,1,30,46.3,100,160,38.5,160,39.1,3,100,416,416,40.1,100,207,49.8,207
Tristan Wirfs,64818,T,TB,17,0,30,63,100,160,38.6,160,72.2,0,100,415,415,74.2,100,206,49.6,206
Luke Fortner,42028,C,JAX,17,0,15,49.1,100,206,49.8,206,40,1,100,414,414,38.3,100,159,38.4,159
James Daniels,45576,G,PIT,15,0,25,49,100,145,35.1,145,60,0,100,413,413,68,100,195,47.2,195
Drew Dalman,52270,C,ATL,14,1,2,70.4,100,130,31.5,130,90,1,100,413,413,90.9,100,258,62.5,258
Frank Ragnow,39137,C,DET,15,0,11,78.3,100,180,43.6,180,90.1,1,100,413,413,90.1,100,200,48.4,200
Zach Tom,55443,T,GB,17,0,12,62.5,100,152,36.9,152,75.8,0,100,412,412,77.1,100,219,53.2,219
A.J. Brown,48327,WR,PHI,17,0,24,64.9,100,109,26.5,109,51,0,100,412,412,61.3,100,229,55.6,229
Anton Harrison,122929,T,JAX,17,1,15,35.5,100,205,49.9,205,45.8,2,100,411,411,59.1,100,157,38.2,157
Lane Johnson,7786,T,PHI,16,0,24,64.4,100,111,27.1,111,78.5,0,100,409,409,81,100,223,54.5,223
Dylan Parham,60953,G,LV,17,0,23,60.9,100,172,42.1,172,57.6,3,100,409,409,55.9,100,163,39.9,163
Kevin Zeitler,7032,G,BLT,15,0,3,53.1,100,205,50.2,205,59.7,0,100,408,408,69.3,100,162,39.7,162
DJ Moore,48267,WR,CHI,17,0,6,67,99.3,144,35.6,145,64.1,0,99,405,409,62.8,100,223,55.1,223
Quinn Meinerz,112915,G,DEN,17,0,10,81.9,100,149,36.9,149,88.7,1,100,404,404,88.5,100,189,46.8,189
David Andrews,9948,C,NE,17,0,19,87.7,100,206,51.4,206,78,0,100,401,401,74.4,100,140,34.9,140
Sam LaPorta,101690,TE,DET,17,0,11,37.9,99.4,164,41.1,165,55.1,0,99.8,399,400,67.2,100,191,47.9,191
Greg Van Roten,7746,G,LV,17,0,23,71.5,100,167,41.9,167,68.5,0,100,399,399,64.5,100,161,40.4,161
Alaric Jackson,40972,T,LA,15,0,26,61.1,100,231,58,231,60.1,2,100,398,398,68.9,100,137,34.4,137
Amon-Ra St. Brown,84470,WR,DET,16,0,11,63.5,98.9,181,45.6,183,65,1,99,397,401,72.3,100,197,49.6,197
Austin Jackson,60816,T,MIA,16,0,17,59.6,100,118,29.7,118,68.8,2,100,397,397,70.4,100,236,59.4,236
Cade Otton,61071,TE,TB,17,0,30,49.8,100,155,39,155,50,0,100,397,397,47,100,197,49.6,197
Bryce Young,123943,QB,CAR,16,0,5,60,99.4,162,40.9,163,60,0,98,396,404,60,100,222,56.1,222
Bernhard Raimann,77948,T,IND,15,0,14,68,100,127,32.4,127,74.6,1,100,392,392,72.2,100,248,63.3,248
James Hurst,9001,G,NO,15,0,20,55.4,100,139,35.5,139,56.9,1,100,392,392,62.2,100,197,50.3,197
Rashawn Slater,59971,T,LAC,17,1,27,51.1,100,142,36.2,142,59.5,3,100,392,392,65,100,202,51.5,202
Jamaree Salyer,81656,G,LAC,17,0,27,54.4,100,140,35.9,140,49.4,0,100,390,390,50.8,100,202,51.8,202
Lucas Patrick,11435,C,CHI,16,0,6,55.7,100,138,35.4,138,61.6,2,100,390,390,66.7,100,207,53.1,207
Matthew Stafford,4924,QB,LA,15,0,26,60.2,100,235,60.4,235,60.1,0,98.2,389,396,60,100,138,35.5,138
Brock Purdy,77672,QB,SF,16,0,28,60,100,119,30.7,119,60,0,94.6,388,410,60,100,241,62.1,241
Jordan Love,40306,QB,GB,17,0,12,60,100,155,40.1,155,60,0,92.6,387,418,60,98.2,216,55.8,220
Tua Tagovailoa,60326,QB,MIA,17,0,17,60,99.2,120,31,121,60,0,95.1,387,407,60,98.8,240,62,243
Spencer Burford,81920,G,SF,14,0,28,58.7,100,112,29,112,62.6,2,100,386,386,60.2,100,215,55.7,215
Michael Pittman Jr.,29049,WR,IND,16,0,14,68.5,100,118,30.6,118,53.3,2,100,385,385,56.9,100,258,67,258
Tyler Linderbaum,82291,C,BLT,15,0,3,70.5,100,189,49.3,189,78.7,2,100,383,383,78.5,100,160,41.8,160
Baker Mayfield,46518,QB,TB,17,0,30,60,98.8,158,41.5,160,60,0,92,381,414,60,97.6,201,52.8,206
Andre James,47058,C,LV,16,0,23,75.5,100,159,41.8,159,75,0,100,380,380,72.5,100,154,40.5,154
Gardner Minshew,41401,QB,IND,16,0,14,60.3,100,124,32.7,124,60.3,0,96.7,379,392,60.2,100,250,66,250
Trey Pipkins III,91462,T,LAC,17,0,27,35,100,137,36.1,137,50.3,0,100,379,379,66.6,100,198,52.2,198
Mike McGlinchey,46275,T,DEN,16,0,10,75.3,100,134,35.4,134,74.8,0,100,378,378,75.4,100,181,47.9,181
Dak Prescott,10769,QB,DAL,17,0,9,60.2,98.1,156,41.5,159,60.3,0,92.8,376,405,60.2,98.4,186,49.5,189
Tyler Biadasz,41178,C,DAL,16,0,9,53.4,100,141,37.7,141,68.1,2,100,374,374,73.3,100,179,47.9,179
Ben Bredeson,27305,G,NYG,16,0,21,28.9,100,129,34.6,129,41.9,2,100,373,373,61.6,100,203,54.4,203
George Kittle,11901,TE,SF,16,0,28,61.3,100,103,27.8,103,79,0,99.7,371,372,76.2,99.6,227,61.2,228
Trent Williams,5529,T,SF,15,1,28,67.5,100,110,29.6,110,90.1,4,100,371,371,91.4,100,223,60.1,223
Brandon Scherff,9438,G,JAX,17,0,15,59.5,100,186,50.4,186,61.1,0,100,369,369,56.3,100,146,39.6,146
Josh Allen,46601,QB,BUF,17,0,4,60,92,229,62.2,249,60,0,85.6,368,430,60,98.4,124,33.7,126
Kaleb McGary,46912,T,ATL,14,1,2,67.5,100,118,32.1,118,76.5,2,100,368,368,77.4,100,233,63.3,233
Gabe Davis,55410,WR,BUF,17,0,4,59.1,99.5,216,59,217,49.8,0,99.7,366,367,69.1,100,114,31.1,114
Laken Tomlinson,9461,G,NYJ,17,0,22,45.8,100,140,38.3,140,49.6,2,100,366,366,56.4,100,186,50.8,186
Jonah Jackson,37070,G,DET,12,0,11,58.1,100,154,42.1,154,58.2,1,100,366,366,63.6,100,178,48.6,178
Puka Nacua,100632,WR,LA,17,0,26,83.2,98.7,220,60.4,223,76.1,2,96.8,364,376,61.9,100,134,36.8,134
Aaron Banks,59983,G,SF,14,1,28,46,100,94,25.9,94,55.2,3,100,363,363,61.6,100,215,59.2,215
Cole Kmet,60995,TE,CHI,17,0,6,53.2,100,140,38.7,140,54.9,0,99.2,362,365,61.5,100,181,50,181
Adam Thielen,8288,WR,CAR,17,0,5,60.3,100,151,41.7,151,42.9,1,100,362,362,52,100,195,53.9,195
Kevin Dotson,46735,G,LA,14,0,26,90.8,100,201,55.7,201,88.8,0,100,361,361,76.9,100,140,38.8,140
Broderick Jones,124025,T,PIT,13,0,25,71.9,100,121,33.5,121,62.9,0,100,361,361,56.4,100,176,48.8,176
Jon Runyan,36661,G,GB,17,0,12,45.3,100,140,38.9,140,50.4,4,100,360,360,53.2,100,183,50.8,183
Elgton Jenkins,46298,G,GB,15,0,12,60.2,100,134,37.3,134,57.3,1,100,359,359,57.1,100,192,53.5,192
David Njoku,11784,TE,CLV,16,0,8,54.3,100,200,55.9,200,55.6,0,100,358,358,61.4,100,123,34.4,123
Cordell Volson,30614,G,CIN,17,0,7,45.7,100,181,50.7,181,64,0,100,357,357,73.7,100,138,38.7,138
Jonah Williams,41651,T,CIN,17,0,7,58.6,100,181,50.7,181,54,0,100,357,357,53.3,100,138,38.7,138
Davante Adams,8688,WR,LV,17,0,23,66,100,151,42.4,151,49.4,0,100,356,356,62,100,155,43.5,155
George Fant,11282,T,HST,15,0,13,54,100,143,40.2,143,53.8,0,100,356,356,58.1,100,172,48.3,172
C.J. Stroud,129759,QB,HST,15,0,13,60.4,99.3,149,41.9,150,60.2,0,95.2,356,374,60,100,181,50.8,181
Trey Smith,62960,G,KC,17,0,16,63.6,100,110,30.9,110,74,2,100,356,356,74.8,100,202,56.7,202
Joe Thuney,10712,G,KC,17,0,16,52.9,100,108,30.3,108,66.1,0,100,356,356,66.6,100,206,57.9,206
D.J. Humphries,9457,T,ARZ,15,0,1,61.6,100,163,46,163,56.5,0,100,354,354,53.5,100,156,44.1,156
Lamar Jackson,46416,QB,BLT,16,1,3,60.2,79.5,175,49.6,220,60.2,1,80.2,353,440,60,89.8,159,45,177
Jermaine Eluemunor,11914,T,LV,17,0,23,66.3,100,146,41.4,146,71.5,0,100,353,353,68.4,100,150,42.5,150
George Pickens,99229,WR,PIT,17,0,25,68.4,100,123,35,123,58.9,0,99.2,351,354,70.6,100,184,52.4,184
Creed Humphrey,59996,C,KC,17,0,16,79.6,100,106,30.2,106,77.5,2,100,351,351,76.5,100,204,58.1,204
Alex Cappa,66578,G,CIN,17,0,7,62.6,100,178,50.9,178,67.3,1,100,350,350,64,100,134,38.3,134
Ted Karras,10855,C,CIN,17,0,7,66.4,100,178,50.9,178,64.2,0,100,350,350,64.5,100,134,38.3,134
Drake London,86519,WR,ATL,16,0,2,62.2,100,99,28.4,99,56.7,0,100,349,349,62.7,100,230,65.9,230
Jawaan Taylor,41665,T,KC,17,0,16,53.6,100,107,30.7,107,44.6,2,100,348,348,51.7,100,198,56.9,198
Desmond Ridder,55086,QB,ATL,15,0,2,60.3,89.2,99,28.4,111,60.3,0,91.1,348,382,60.2,97.2,241,69.3,248
Ryan Kelly,10652,C,IND,14,0,14,71.1,100,115,33,115,75.2,1,100,348,348,75.4,100,214,61.5,214
Derek Carr,8671,QB,NO,17,0,20,60.5,99.2,130,37.6,131,61,0,93.8,346,369,61.1,100,197,56.9,197
Mike Onwenu,27357,T,NE,15,0,19,68.5,100,185,53.6,185,72.2,1,100,345,345,77.8,100,113,32.8,113
Zion Johnson,99681,G,LAC,15,0,27,63.4,100,128,37.1,128,57.2,2,100,345,345,52.3,100,177,51.3,177
Orlando Brown Jr.,46227,T,CIN,17,0,7,43.9,100,174,50.6,174,57.1,1,100,344,344,74.3,100,133,38.7,133
Peter Skoronski,129737,G,TEN,14,0,31,67.5,100,117,34.2,117,58.6,0,100,342,342,55.6,100,188,55,188
Foster Moreau,47043,TE,NO,15,0,20,51.7,100,144,42.1,144,51,2,100,342,342,54.4,100,155,45.3,155
Mekhi Becton,59818,T,NYJ,16,1,22,59.3,100,135,39.6,135,56.3,1,100,341,341,59.7,100,169,49.6,169
Rob Havenstein,9490,T,LA,14,0,26,71.5,100,209,61.5,209,87.5,0,100,340,340,92.1,100,110,32.4,110
Allen Robinson II,8696,WR,PIT,17,0,25,53,100,122,36,122,55.6,0,100,339,339,63.2,100,168,49.6,168
Jakobi Meyers,47468,WR,LV,16,0,23,55.2,100,150,44.4,150,36.7,2,99.1,338,341,45.3,100,140,41.4,140
Zay Flowers,97268,WR,BLT,16,1,3,51.3,96.1,147,43.6,153,64.3,1,97.7,337,345,62.1,100,159,47.2,159
Jalen Hurts,40291,QB,PHI,17,0,24,60,83.9,104,30.9,124,60,0,74.4,337,453,60,93,227,67.4,244
Liam Eichenberg,41851,C,MIA,14,0,17,45.7,100,103,30.7,103,50.7,3,100,336,336,60.5,100,202,60.1,202
Tyler Higbee,10744,TE,LA,15,0,26,48.3,100,198,58.9,198,55.5,1,100,336,336,74.3,100,120,35.7,120
Rasheed Walker,81798,T,GB,17,0,12,48.7,100,120,35.7,120,57.9,1,100,336,336,62.9,100,179,53.3,179
Teven Jenkins,41534,G,CHI,12,0,6,48.9,100,111,33.2,111,71.7,1,100,334,334,85.7,100,184,55.1,184
Tyler Smith,98385,G,DAL,14,1,9,78.1,100,121,36.2,121,79.7,4,100,334,334,76.5,100,154,46.1,154
Trevor Lawrence,77632,QB,JAX,16,0,15,61.3,98.9,183,54.8,185,61.1,0,92,334,363,60.2,96.4,133,39.8,138
Dallas Goedert,47272,TE,PHI,14,0,24,53.7,100,82,24.6,82,74.1,0,100,333,333,71,100,189,56.8,189
Andrus Peat,9446,T,NO,14,0,20,57.6,100,139,41.7,139,62.1,2,100,333,333,72.3,100,152,45.6,152
Cody Whitehair,10690,G,CHI,14,0,6,53.3,100,119,35.7,119,42.4,0,100,333,333,37.5,100,170,51.1,170
Christian Darrisaw,77373,T,MIN,15,0,18,76.2,100,125,37.7,125,73.9,0,100,332,332,62.1,100,172,51.8,172
Josh Reynolds,11872,WR,DET,17,1,11,60,100,159,47.9,159,67.5,1,100,332,332,72.4,100,160,48.2,160
Trey McBride,75916,TE,ARZ,17,0,1,61.1,100,155,47,155,62.3,4,100,330,330,61.9,100,149,45.2,149
Jonathan Mingo,97774,WR,CAR,15,0,5,66.1,100,137,41.5,137,70.6,2,100,330,330,73.4,100,179,54.2,179
Brandon Aiyuk,84109,WR,SF,16,0,28,63,100,93,28.3,93,80.2,2,100,329,329,84.2,100,201,61.1,201
Morgan Moses,8701,T,BLT,14,1,3,71.1,100,159,48.5,159,77.2,1,100,328,328,80.8,100,139,42.4,139
Ryan Ramczyk,11787,T,NO,12,0,20,61.7,100,133,40.7,133,67.3,2,100,327,327,65.9,100,154,47.1,154
Zack Martin,8651,G,DAL,15,0,9,61,100,130,39.8,130,64.3,0,100,327,327,63.4,100,149,45.6,149
Sam Cosmi,60114,G,WAS,17,0,32,74.7,100,101,31,101,80.9,0,100,326,326,76,100,202,62,202
Russell Wilson,7077,QB,DEN,15,0,10,60,100,129,39.7,129,60,0,87.8,325,370,60,95.5,168,51.7,176
Evan Brown,38709,C,SEA,16,1,29,62.5,100,100,30.8,100,57.2,3,100,325,325,59.8,100,191,58.8,191
Darnell Washington,124044,TE,PIT,17,0,25,44.7,100,107,33,107,51.3,0,100,324,324,60.5,100,163,50.3,163
Laremy Tunsil,10647,T,HST,14,0,13,58,100,126,39.4,126,60.5,0,100,320,320,58,100,157,49.1,157
Adam Trautman,109795,TE,DEN,17,1,10,55.4,100,113,35.3,113,60.1,2,100,320,320,69.3,100,158,49.4,158
Dillon Radunz,30551,T,TEN,13,0,31,74.2,100,137,42.9,137,78.7,2,100,319,319,78.8,100,156,48.9,156
Daniel Brunskill,34807,G,TEN,14,0,31,63.9,100,134,42,134,62.5,0,100,319,319,58.9,100,156,48.9,156
Ed Ingram,59819,G,MIN,15,0,18,72.8,100,114,35.8,114,59.1,1,100,318,318,53.7,100,171,53.8,171
Stefon Diggs,9579,WR,BUF,17,0,4,62.3,99.5,200,63.1,201,59.5,0,99.7,317,318,57.5,100,83,26.2,83
Damien Lewis,81532,G,SEA,16,0,29,56.4,100,90,28.5,90,57.9,0,100,316,316,56.8,100,192,60.8,192
Darius Slayton,25578,WR,NYG,17,0,21,53.7,100,110,35.3,110,46.3,0,100,312,312,64.6,100,164,52.6,164
Tyron Smith,6161,T,DAL,13,0,9,80.9,100,119,38.3,119,70.5,1,100,311,311,59.6,100,150,48.2,150
Romeo Doubs,84329,WR,GB,17,0,12,58.7,100,114,36.9,114,58.5,0,100,309,309,58.1,100,165,53.4,165
Daniel Bellinger,84041,TE,NYG,17,0,21,51.1,100,108,35.1,108,56.9,2,100,308,308,67.7,100,169,54.9,169
Amari Cooper,9437,WR,CLV,15,0,8,67.2,100,160,52.3,160,57.8,1,100,306,306,60.4,100,121,39.5,121
Patrick Mahomes,11765,QB,KC,16,0,16,60.7,99,101,33,102,60.7,0,92.7,306,330,60.2,99.5,188,61.4,189
Braxton Jones,60092,T,CHI,11,1,6,57.8,100,105,34.7,105,68.2,2,100,303,303,76.1,100,168,55.4,168
CeeDee Lamb,61570,WR,DAL,17,0,9,60.9,98.3,115,38.1,117,54.9,2,95.6,302,316,52.2,98.2,161,53.3,164
Garrett Bradbury,46013,C,MIN,14,0,18,58.3,100,104,35.1,104,65.5,1,100,296,296,71.6,100,158,53.4,158
Calvin Ridley,48262,WR,JAX,17,0,15,55,100,155,52.5,155,50.2,0,97,295,304,71.3,99.2,127,43.1,128
Sam Howell,97599,QB,WAS,17,0,32,60.1,96.9,94,32,97,60.1,0,94.8,294,310,60,98.4,190,64.6,193
Elijah Moore,84302,WR,CLV,17,0,8,48.4,96.7,146,49.7,151,42,0,96.7,294,304,54.7,98.3,118,40.1,120
Brian O'Neill,46854,T,MIN,14,0,18,56.7,100,102,34.7,102,71.7,2,100,294,294,78,100,163,55.4,163
Dawand Jones,101550,T,CLV,11,0,8,39.9,100,143,48.8,143,53.6,1,100,293,293,67.8,100,120,41,120
Patrick Ricard,48862,FB,BLT,17,0,3,62.9,100,177,60.6,177,67.7,1,100,292,292,68.5,100,98,33.6,98
Durham Smythe,47257,TE,MIA,16,0,17,50.4,100,81,27.7,81,49.9,1,100,292,292,66.9,100,183,62.7,183
Jake Ferguson,61081,TE,DAL,17,0,9,61.1,100,128,44,128,60.3,1,100,291,291,55.9,100,132,45.4,132
Geno Smith,7820,QB,SEA,15,0,29,60.7,98.8,81,27.8,82,60.5,0,94.5,291,308,60.2,100,191,65.6,191
Justin Pugh,7800,G,NYG,12,0,21,43.4,100,102,35.2,102,47.3,0,100,290,290,54.2,100,157,54.1,157
Ronnie Stanley,10640,T,BLT,13,0,3,63.9,100,132,45.5,132,62.5,1,100,290,290,59.9,100,130,44.8,130
Garrett Wilson,97405,WR,NYJ,17,0,22,61.8,99.1,110,38.1,111,56.1,1,98.3,289,294,58.9,100,153,52.9,153
Sidy Sow,59675,G,NE,13,0,19,81,100,152,53.1,152,71.3,0,100,286,286,62,100,99,34.6,99
Cooper Kupp,11824,WR,LA,12,0,26,59,100,151,53,151,67.8,0,99.7,285,286,59.7,100,121,42.5,121
Mike Evans,8642,WR,TB,17,0,30,58.8,100,109,38.2,109,40.5,0,100,285,285,60.9,100,154,54,154
Andrew Wylie,12333,T,WAS,15,0,32,77.6,100,90,31.7,90,66.1,0,100,284,284,59.7,100,176,62,176
Chris Godwin,11839,WR,TB,17,0,30,73.7,100,109,38.7,109,49.8,0,98.9,282,285,71.2,100,155,55,155
Joshua Dobbs,11890,QB,MIN,13,0,18,60.5,91,122,43.4,134,60.6,0,85.9,281,327,60.5,93.7,149,53,159
Marquise Brown,61568,WR,ARZ,14,0,1,74,100,119,42.5,119,48.3,0,99.3,280,282,60.4,100,129,46.1,129
Nate Davis,46808,G,CHI,11,0,6,55.9,100,98,35.1,98,55.3,0,100,279,279,56.4,100,151,54.1,151
Charles Cross,98401,T,SEA,14,0,29,49.9,100,87,31.3,87,58.3,0,100,278,278,62.2,100,162,58.3,162
Jordan Addison,123000,WR,MIN,17,1,18,62.2,100,94,33.8,94,45.9,1,99.6,278,279,63.2,100,156,56.1,156
Kolton Miller,47013,T,LV,13,0,23,69.6,100,128,46.2,128,73.3,0,100,277,277,65.4,100,95,34.3,95
Courtland Sutton,48164,WR,DEN,16,0,10,84.9,100,99,35.9,99,66.3,0,100,276,276,63.5,100,135,48.9,135
Blake Freeland,102844,T,IND,13,0,14,40.4,100,96,34.9,96,47.6,0,100,275,275,53.1,100,166,60.4,166
Aaron Stinnie,28653,G,TB,12,0,30,56.3,100,109,39.6,109,60.7,1,100,275,275,58.4,100,139,50.5,139
Tucker Kraft,104034,TE,GB,17,1,12,52.4,100,104,37.8,104,52.4,1,100,275,275,55.8,100,147,53.5,147
Joe Tippmann,101568,C,NYJ,14,0,22,69.9,100,97,35.4,97,67.4,1,100,274,274,78.4,100,147,53.6,147
Josh Downs,122832,WR,IND,17,0,14,58.3,100,89,32.5,89,51.3,0,100,274,274,62.3,100,179,65.3,179
Darnell Mooney,48236,WR,CHI,15,1,6,49.6,100,91,33.2,91,30.1,1,99.6,274,275,53.8,100,152,55.5,152
John Michael Schmitz Jr.,55238,C,NYG,13,0,21,48,100,90,33.2,90,51.3,0,100,271,271,57.2,100,148,54.6,148
Cam Jurgens,84014,G,PHI,11,0,24,56.2,100,66,24.4,66,62.9,0,100,271,271,74.1,100,153,56.5,153
Tommy Tremble,84025,TE,CAR,16,0,5,43.5,100,115,42.6,115,45.5,1,100,270,270,50.6,100,140,51.9,140
Michael Wilson,84423,WR,ARZ,13,0,1,57.1,100,129,48.5,129,62.2,1,100,266,266,69.1,100,108,40.6,108
Trevon Wesco,42018,TE,TEN,15,0,31,48.6,100,112,42.1,112,55.5,0,100,266,266,61.6,100,132,49.6,132
Terry McLaurin,48229,WR,WAS,17,0,32,71.4,100,82,30.9,82,57.6,0,100,265,265,60.8,100,165,62.3,165
Chris Moore,10741,WR,TEN,17,0,31,64.3,100,114,43,114,54.9,0,99.3,265,267,63.6,100,137,51.7,137
Deebo Samuel,48274,WR,SF,15,0,28,57.9,94,78,29.4,83,60.3,1,89.5,265,296,63.7,91.9,170,64.2,185
Justin Fields,82118,QB,CHI,13,0,6,60.3,76.6,95,36,124,60.4,0,76.3,264,346,60.2,85.9,158,59.8,184
Patrick Mekari,46219,T,BLT,16,0,3,78.6,100,137,51.9,137,70.1,0,100,264,264,60.4,100,100,37.9,100
Michael Mayer,122906,TE,LV,14,1,23,55.7,100,109,41.9,109,47.6,3,100,260,260,46,100,105,40.4,105
