player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Cam Ward,133244,QB,MIAMI FL,13,76.5,425,454,9.8,2.93,4,31,6.3,67.2,305,0,145,6.2,511,20,217,220,50.5,92.9,91.7,77.8,3,7,553,0,15.9,119.9,4.5,23,32,0,22,39,18,3.3,4313,9.5
Dillon Gabriel,86272,QB,OREGON,14,81.9,426,451,7,2.78,9,15,3.2,72.3,326,0,137,6.6,492,23,187,264,70.5,86.8,86.3,61.8,6,6,515,4,13.9,114.6,3.9,19,22,2,8,30,8,1.6,3854,8.5
Carson Beck,124010,QB,GEORGIA,13,75.1,426,449,8.8,2.52,10,23,4.8,64.6,290,1,105,9.4,494,30,179,173,41.9,81.2,80.2,62.2,4,12,529,11,17.1,97.7,3.6,18,26,0,9,28,20,3.8,3466,7.7
Quinn Ewers,127253,QB,TEXAS,14,75.8,417,444,7.9,2.59,8,20,4.3,65.8,292,0,142,7.6,503,24,169,311,28.3,72.5,71.8,55.6,2,12,526,1,23.2,101.5,6.6,33,19,0,17,31,21,4,3469,7.8
E.J. Warner,156185,QB,RICE,11,69.5,413,440,7.6,2.55,11,13,2.8,61.6,271,0,128,5.6,461,16,126,275,60.6,66.7,66.7,51.3,2,13,480,2,5.5,79.7,1.5,7,12,0,14,17,17,3.5,2719,6.2
Noah Fifita,158722,QB,ARIZONA,12,73.4,380,430,8.7,3.14,5,16,3.6,60.5,260,0,170,6.8,488,19,146,109,68.2,76.1,73.1,69,6,12,512,2,17.1,83.4,5.9,29,29,0,39,18,14,2.7,2955,6.9
Kadin Semonza,174001,QB,BALL ST,12,73.4,398,427,7.5,2.35,21,16,3.6,64.4,275,0,122,5.8,475,17,144,117,30,67.6,68.8,46.4,4,10,499,1,26.2,94.1,6.7,32,15,0,4,25,16,3.2,2934,6.9
Will Howard,122599,QB,OHIO STATE,16,79.6,402,423,8.5,2.66,3,22,5,72.8,308,0,123,3.8,458,12,182,260,50.6,86.4,85.7,64.3,5,10,479,1,13,119.9,3.5,16,15,0,13,35,15,3.1,4003,9.5
Billy Edwards Jr.,144185,QB,MARYLAND,11,73.2,395,423,8.5,2.34,15,18,4,64.5,273,0,137,5.5,465,16,142,215,82.2,75.9,71.3,73.7,5,9,493,1,12.4,87.2,3.7,17,24,3,5,15,12,2.4,2880,6.8
Maalik Murphy,157302,QB,DUKE,12,68,403,423,9.7,2.29,6,26,5.8,60.3,255,0,85,6.9,437,19,131,154,67.2,73.5,72,59.1,4,12,463,2,14.1,89.8,2.7,12,2,0,10,26,13,2.8,2927,6.9
Jaylen Raynor,172203,QB,ARK STATE,13,70.1,401,421,9.8,2.71,8,17,3.8,61.8,260,0,163,7.5,502,21,152,113,78.5,76.4,72.5,68.8,2,10,534,0,19.6,83.9,6.4,32,47,0,10,16,18,3.4,2785,6.6
Nicholas Vattiato,145302,QB,MIDDLE TN,12,75.1,394,420,8.6,2.59,6,16,3.6,64,269,0,144,9.1,489,27,150,224,45.7,78.5,78.6,58.1,1,10,515,1,20.1,88.8,5.9,29,38,1,18,16,14,2.7,3080,7.3
Dylan Raiola,183581,QB,NEBRASKA,13,73.4,383,413,8,2.72,5,17,3.8,66.3,274,0,140,2.5,454,7,136,238,43.3,72.1,71.5,54.8,2,11,485,4,17.9,85.2,5.5,25,13,2,21,13,12,2.5,2816,6.8
JC French IV,162521,QB,GA SOUTHRN,13,74.7,383,411,7.7,2.64,5,18,4.1,65.2,268,0,141,6.3,483,18,146,174,26.2,69,67.7,62.5,2,11,523,2,19.1,87.8,5.6,27,42,2,19,17,20,3.8,2839,6.9
Max Brosmer,105568,QB,MINNESOTA,13,77.5,374,406,8.7,2.75,8,13,3.1,66,268,0,123,7.6,458,22,146,225,63.8,84,84.2,59.1,3,6,477,1,22,94.5,5.9,27,25,3,18,18,8,1.7,2801,6.9
Cole Snyder,97617,QB,E MICHIGAN,12,71.9,356,405,9.4,2.6,14,18,4.2,59.3,240,0,139,6.3,466,16,136,160,56.6,72.9,73.2,60.4,6,9,495,3,21.6,82.2,6.4,30,31,1,28,15,16,3.2,2691,6.6
Riley Leonard,143862,QB,NOTRE DAME,16,78.2,371,405,7.5,2.81,8,18,4.1,66.4,269,0,153,7.2,476,21,157,258,71.7,83.5,73.9,82.8,13,8,508,4,12.4,95.8,4,19,51,2,11,21,10,2,2851,7
Connor Bazelak,99135,QB,BOWL GREEN,13,75.5,376,404,7.5,2.67,7,10,2.3,66.8,270,0,119,4.9,442,14,149,122,69.5,77.3,75,66.6,4,5,465,2,24.4,99,6.6,29,7,1,16,18,9,1.9,3059,7.6
Brayden Schager,146078,QB,HAWAII,11,69.3,378,403,10.3,2.95,4,14,3.3,57.6,232,1,183,11.5,498,30,144,180,65.6,74.9,69.7,75.3,8,13,521,5,22.4,79.1,8.2,41,52,0,13,19,17,3.3,2587,6.4
Jaxson Dart,146409,QB,OLE MISS,13,77.7,376,399,11.9,2.77,9,30,7.1,69.2,276,0,146,5.5,474,16,182,226,73.3,92.5,91.9,75.3,5,6,501,7,19.2,122.3,5.9,28,45,1,8,29,11,2.2,4276,10.7
Maddux Madsen,163379,QB,BOISE ST,14,71.7,374,397,9.5,2.81,11,9,2.1,62.2,247,0,113,7.8,439,21,164,120,74.6,74.3,70.7,67.7,2,6,465,1,10.6,98.6,2.7,12,30,0,10,23,20,4.3,3014,7.6
Athan Kaliakmanis,144971,QB,RUTGERS,13,64.1,373,396,11.4,2.71,4,15,3.6,53.8,213,0,153,10.9,448,26,149,278,76.2,77.3,73,71.5,8,7,472,4,14.4,83.1,4.9,22,30,0,11,18,19,4,2696,6.8
Mikey Keene,70961,QB,FRESNO ST,12,80.2,368,395,7.5,2.73,5,14,3.3,69.9,276,0,108,6.4,430,19,135,169,42.6,71.2,73.5,39.7,0,11,459,3,22.2,94.4,5.6,24,9,1,21,18,15,3.3,2891,7.3
Drew Allar,164157,QB,PENN STATE,16,73,381,394,9.1,2.89,0,21,5.1,66.5,262,0,143,5.8,459,16,181,266,69.2,82.2,79.1,72.6,1,8,476,1,14.7,104.5,4.6,21,43,0,12,24,10,2.1,3327,8.4
Jordan McCloud,101058,QB,TEXAS ST,13,79.8,362,392,8.7,2.55,6,15,3.6,69.9,274,0,114,5.2,434,15,165,314,56.5,82.8,81.6,65.2,11,13,454,2,14,106.4,3.7,16,25,0,13,30,12,2.6,3230,8.2
Joey Aguilar,174978,QB,APP STATE,11,64.9,365,392,11.7,2.62,3,26,6.2,55.6,218,0,146,8,432,19,157,108,62.6,71.9,66.8,75.9,1,14,467,3,8.9,85,3,13,27,2,21,23,25,5.4,2999,7.7
Tyler Shough,83537,QB,LOUISVILLE,12,75.1,354,391,9.7,2.92,2,21,5.1,62.1,243,0,150,8.6,424,23,148,210,72.6,87.4,87.7,56,3,6,446,3,9.3,101.1,3.3,14,18,1,31,23,8,1.8,3191,8.2
Devon Dampier,171556,QB,NEW MEXICO,12,66.9,369,391,11.9,2.84,2,20,4.7,57.5,225,0,98,8.9,435,22,145,241,56.9,89.9,78.9,86.5,2,12,473,4,4.1,76.9,0.9,4,40,0,18,12,10,2.1,2761,7.1
Ben Finley,122864,QB,AKRON,12,65.9,364,390,9.4,2.7,7,16,3.9,54.6,213,0,150,11.3,436,27,120,102,51.2,61.6,62.4,54.3,2,9,459,5,16.7,79.6,5.7,25,21,1,16,16,15,3.3,2620,6.7
Caden Veltkamp,156642,QB,W KENTUCKY,13,76.2,365,390,8.5,2.71,8,15,3.6,66.2,258,0,123,7.2,437,20,142,346,45.6,78.9,79,62.3,1,10,461,0,21.1,101,5.9,26,20,1,15,25,13,2.8,3097,7.9
Fernando Mendoza,158323,QB,CAL,11,75.5,367,390,8.4,2.59,3,12,2.9,67.9,265,0,156,4.3,460,12,156,130,62.3,77.4,75.7,66.3,7,6,490,4,25.6,98.1,8.7,40,28,2,11,16,17,3.5,3004,7.7
Brendan Sorsby,156398,QB,CINCINNATI,12,71.8,369,388,9.1,2.82,2,9,2.2,63.9,248,0,112,6.4,435,17,156,138,64,77,73.2,70.8,3,7,455,1,15.2,93.5,3.9,17,30,0,14,18,13,2.9,2813,7.3
Tucker Gleason,122475,QB,TOLEDO,12,69.9,359,387,9.2,2.6,5,12,2.9,60.5,234,0,151,6.8,422,17,137,316,37.3,70.2,66.8,67.2,8,8,450,1,10.6,94.5,3.8,16,19,2,13,24,17,3.8,2782,7.2
Taylen Green,145996,QB,ARKANSAS,13,70.1,351,385,10.8,3.19,8,22,5.5,59.7,230,0,177,6.5,458,16,154,111,45.1,86.6,79.2,81.2,5,9,475,6,18.1,89.2,7,32,41,1,20,15,17,3.6,3146,8.2
Kevin Jennings,158272,QB,SMU,14,75.4,353,384,8.7,2.88,8,20,4.8,65.1,250,0,136,6,427,16,154,287,47.8,85.1,85,63.1,1,11,463,0,12.5,99.8,4,17,24,1,21,23,14,3,3267,8.5
Brett Gabbert,97404,QB,MIAMI OH,14,65.5,351,381,10.9,2.55,2,16,4.1,56.7,216,0,111,6.1,428,14,141,221,64.8,60.1,60.6,53.7,1,11,439,6,22.5,87.6,5.8,25,22,0,27,21,17,3.9,2916,7.7
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,13,69.1,356,380,9.5,2.73,3,19,4.8,60.3,229,0,100,6.9,412,17,115,144,66.3,69,72.2,45.4,1,9,435,6,9,84.9,2.2,9,22,0,20,14,13,3,2751,7.2
Avery Johnson,173108,QB,KANSAS ST,13,70.9,344,374,9.4,3.05,9,15,3.9,57.5,215,0,120,11.9,409,29,140,199,71.9,81.1,72.9,80.7,4,10,425,4,9.2,91.2,2.7,11,23,2,15,25,14,3.3,2703,7.2
Jake Retzlaff,70874,QB,BYU,13,70.3,337,370,11.1,2.72,12,12,3,57.6,213,0,116,10.1,409,24,155,128,37.5,74.7,72,68.5,5,12,437,1,14.7,87.7,4.2,17,21,3,13,20,18,4.1,2944,8
Sawyer Robertson,146839,QB,BAYLOR,12,68.8,349,366,9.6,2.57,6,15,3.8,61.7,226,0,96,5.8,409,14,161,118,60.9,78.1,74.8,70.8,3,8,442,3,16.7,104.7,3.9,16,23,0,8,28,16,3.6,3058,8.4
Miller Moss,70727,QB,USC,9,72.5,335,364,7.6,2.58,12,13,3.4,64,233,0,114,4.1,374,10,134,326,56.9,77.7,75.7,65.5,7,9,389,3,7.9,90.8,2.4,9,1,1,9,18,12,3.1,2548,7
Ethan Garbers,131896,QB,UCLA,11,73.1,334,364,7.7,2.96,7,10,2.6,64.6,235,0,176,3.7,436,9,148,324,42.7,69.1,68.3,60.7,4,11,458,2,19.3,89.1,7.8,34,38,0,19,16,19,4.1,2723,7.5
Hank Bachmeier,101284,QB,WAKE,12,72,332,358,9.7,2.97,8,18,4.6,62.3,223,0,171,6.7,447,16,146,339,52.8,73.6,72.3,61.9,7,10,481,2,24,87.2,9.2,41,46,1,10,16,12,2.5,2576,7.2
Alonza Barnett III,156710,QB,JAMES MAD,12,74.8,313,355,9.3,2.79,12,14,3.8,60,213,1,116,9,420,21,130,197,42.8,68.6,65.4,65.4,4,4,433,4,29.3,102.2,8.1,34,31,0,26,26,13,3,2591,7.3
Sam Leavitt,175465,QB,ARIZONA ST,13,72.3,325,350,9.3,3.04,4,13,3.6,61.4,215,0,143,8.5,421,20,151,110,82.6,88.5,82.2,80.1,3,6,440,9,13.3,102.6,4.5,19,51,0,18,24,5,1.1,2820,8.1
Luke Altmyer,146802,QB,ILLINOIS,13,71.3,317,350,10.5,2.97,8,20,5.3,60.3,211,0,154,6.6,411,15,142,187,28.8,76.4,74.7,63.6,4,6,443,3,19.5,98.6,7.3,30,31,1,20,22,14,3.2,2725,7.8
John Mateer,158516,QB,WASH STATE,12,72.9,332,348,10.2,3.04,5,18,4.9,64.1,223,0,128,7.9,434,19,159,341,69.1,83.3,70.8,86,2,7,459,4,25.8,112.4,7.6,33,47,0,9,29,16,3.5,3136,9
Alan Bowman,77679,QB,OKLA STATE,11,65.8,322,341,8.9,2.36,2,11,3,59.8,204,0,56,3.8,352,8,120,262,74.2,71.5,70.6,57.4,0,12,378,3,12.5,83.8,2,7,1,0,17,17,13,3.4,2444,7.2
C.J. Ogbonna,149182,QB,BUFFALO,13,68.1,298,337,10,2.5,10,23,6.5,56.4,190,0,120,6.4,380,13,108,126,38.2,63.6,64.9,56.6,8,5,397,4,17.5,91.1,5.5,21,21,0,21,19,12,3,2376,7.1
Nico Iamaleava,174728,QB,TENNESSEE,13,72,321,335,11.1,2.95,9,17,4.8,63.6,213,0,120,7.8,417,18,137,307,38.5,78.3,81.7,53.7,2,5,445,4,25,100.3,7.2,30,50,1,2,19,11,2.5,2617,7.8
Walker Eget,146170,QB,S JOSE ST,11,65.8,304,331,12.4,2.47,9,18,5,56.5,187,0,79,6.5,346,13,111,285,65.3,84.7,81.8,70.3,4,10,374,2,5.1,81.1,1.2,4,11,2,12,13,8,2.1,2494,7.5
Danny O'Neil,184200,QB,S DIEGO ST,11,72.5,305,330,9.6,2.76,6,13,3.7,62.7,207,0,122,6.3,384,14,107,284,58.8,69.8,73.4,45.5,4,6,413,3,20.5,86.5,6.5,25,28,0,15,12,7,1.7,2187,6.6
Spencer Petras,82136,QB,UTAH ST,9,76.2,307,326,8.3,2.55,4,8,2.3,65.6,214,0,75,8.5,350,20,108,329,63.5,67.6,68.3,50.4,4,11,373,0,16,89.7,3.4,12,11,0,11,17,13,3.5,2315,7.1
Jalen Milroe,146590,QB,ALABAMA,13,72.6,303,324,9.9,2.88,2,18,5.2,63.3,205,0,124,6.8,371,15,127,103,53,87.4,78.3,81.8,8,11,395,5,18.5,93.6,6.2,23,24,1,10,16,10,2.5,2834,8.7
Aidan Chiles,173727,QB,MICH STATE,12,68.2,302,324,10.2,3.09,3,13,3.8,59.3,192,1,143,6.8,374,14,113,223,49.1,74.3,64.8,84.9,2,11,393,7,18.9,81.8,7.2,27,23,0,17,13,20,5.1,2415,7.5
Jacolby Criswell,122830,QB,N CAROLINA,12,68.8,295,323,10.1,2.92,8,10,2.9,57.6,186,1,152,8.4,382,17,122,245,52.9,69.1,66.2,67.8,9,6,405,3,15.8,89.5,6.3,24,33,1,10,15,12,3,2457,7.6
Kurtis Rourke,97998,QB,INDIANA,12,74.4,309,322,10.4,2.55,6,19,5.6,68.9,222,0,75,3.5,360,8,155,190,56.8,88.4,90.2,46.7,2,5,382,2,26.7,122.5,5.6,20,17,1,4,29,10,2.6,3042,9.4
Brady Cook,124199,QB,MISSOURI,12,70.9,306,322,9.7,2.74,6,13,3.8,62.4,201,0,100,7.4,367,16,118,229,66.3,80.2,74.9,76.6,0,2,384,2,23,95.7,6.3,23,22,0,10,11,3,0.8,2535,7.9
Anthony Colandrea,170131,QB,VIRGINIA,11,71.1,294,319,7.9,2.9,3,12,3.6,61.4,196,0,156,6.2,392,13,109,335,52.9,64.2,58.5,69.2,5,11,414,1,25,80.1,9.9,39,34,1,16,13,15,3.6,2116,6.6
Payton Thorne,101629,QB,AUBURN,11,73.1,294,319,10,2.76,7,10,3,62.4,199,0,115,7.4,387,16,123,115,68.4,74.7,74.4,62.3,1,9,401,3,23.5,99.7,7,27,41,1,16,21,7,1.7,2713,8.5
Jalen Kitna,146688,QB,UAB,8,71.1,305,317,8.4,2.81,1,14,4.3,61.8,196,0,116,9.7,357,21,96,321,28.2,60.2,65.2,31.1,5,11,370,4,18.1,86.1,5.9,21,16,0,6,17,22,5.9,2209,7
Hayden Wolff,98362,QB,W MICHIGAN,13,76.3,291,316,8.5,2.85,6,10,3,66.5,210,0,102,5.4,349,12,119,347,58,70.5,71.5,49,0,8,363,4,21.6,97.8,6.3,22,11,0,19,18,11,3,2421,7.7
Garrett Greene,123420,QB,W VIRGINIA,11,70.2,292,315,10.3,3.01,5,18,5.3,60,189,0,120,7.8,375,16,133,343,51.8,83,74.4,80.6,4,12,403,1,18.3,82.4,5.9,22,38,0,14,15,15,3.7,2293,7.3
Brendon Lewis,131687,QB,NEVADA,12,76.2,290,315,9.6,3,3,11,3.2,67,211,0,139,4.5,371,10,120,239,50.8,90.1,79.3,85.4,2,7,400,2,15.8,95.9,5.9,22,32,2,18,16,12,3,2290,7.3
Will Rogers,124184,QB,WASHINGTON,11,77.4,292,315,8.2,2.47,9,13,4,69.8,220,0,104,2.7,342,6,120,340,30.1,64,67.2,31,1,7,351,4,15.4,98.4,4.7,16,10,1,12,14,14,4,2458,7.8
Gio Lopez,172309,QB,S ALABAMA,11,73.6,292,311,9.2,2.84,1,18,5.5,65.9,205,0,120,4.7,356,10,122,288,61.2,81.4,70.6,86.1,5,5,375,0,12.5,102.8,4.2,15,30,0,13,17,13,3.5,2556,8.2
Evan Simon,129906,QB,TEMPLE,9,72.5,273,307,7.7,2.8,6,12,3.7,58.3,179,1,167,9.6,359,19,95,306,60.2,70.3,72.3,54.3,4,9,381,3,15.6,81.8,7.2,26,26,0,24,15,11,2.9,1997,6.5
Keyone Jenkins,170403,QB,FIU,12,72.5,287,304,10.6,2.65,2,19,5.8,61.8,188,0,110,9.6,348,20,120,166,26.4,69.5,72.1,52.1,4,8,375,1,15.5,101.9,4.9,17,24,0,11,22,15,4,2560,8.4
CJ Bailey,183349,QB,NC STATE,11,77.5,276,302,8.7,2.9,9,14,4.3,64.9,196,0,115,8.4,361,18,121,248,34.3,74,74.3,61.6,5,10,388,1,20,94.4,6.4,23,35,0,12,17,18,4.6,2413,8
Evan Bullock,170452,QB,LA TECH,11,75.9,282,302,7.7,2.64,5,6,1.9,65.2,197,0,108,7.9,358,17,99,208,38.5,68.3,68.9,54.6,3,3,366,3,33.3,96.6,10.1,36,15,2,10,14,12,3.3,2094,6.9
Jalon Daniels,122555,QB,KANSAS,12,65.9,279,301,12.4,3.08,4,22,7.1,56.8,171,0,89,7.1,334,13,117,198,58.7,77.6,72.6,73.6,6,12,349,4,10.1,82.3,2.7,9,22,0,12,14,15,4.3,2454,8.2
LaNorris Sellers,174326,QB,S CAROLINA,12,74.6,276,301,8.8,3.3,4,16,4.9,64.8,195,0,162,5.3,381,11,136,289,25.5,76.6,70.6,73.8,2,7,409,8,19.1,101.2,8.1,31,49,2,17,18,19,4.6,2520,8.4
Diego Pavia,156927,QB,VANDERBILT,13,71.1,263,299,10.1,2.98,12,19,5.9,59.2,177,0,149,5.3,352,10,123,333,66.6,88,85,73.9,5,4,377,4,10.1,100,4.3,15,36,0,19,20,5,1.3,2290,7.7
Parker Navarro,123758,QB,OHIO,13,73,282,297,10.2,2.87,8,14,4.5,65.7,195,0,102,5.3,354,11,128,259,36.3,81.4,69.7,82.7,2,11,370,2,16.7,89.9,4.8,17,39,1,4,13,17,4.6,2423,8.2
Braedyn Locke,157141,QB,WISCONSIN,10,68.9,267,296,8.7,2.56,14,10,3.2,55.4,164,1,67,10.9,311,20,82,349,53,61.1,58.6,67,5,10,331,2,14.9,76.1,3.2,10,5,0,10,13,18,5.4,1936,6.5
Jack Lausch,162845,QB,NWESTERN,10,64.8,270,296,9.2,3.01,2,10,3.2,53.7,159,0,129,9.1,344,16,82,256,45.9,54.7,52.7,62.1,6,8,360,2,17.1,67.6,6.4,22,25,0,18,7,14,3.9,1711,5.8
Ben Wooldridge,82115,QB,LA LAFAYET,11,76.5,277,294,8.7,2.59,4,10,3.2,64.6,190,0,90,10.4,332,22,123,207,65.6,83.5,80.9,69.9,1,6,352,5,13.3,101.4,3.6,12,26,2,10,17,7,2,2451,8.3
Bryce Archie,156667,QB,USF,12,69.7,274,294,9.2,2.85,6,11,3.5,58.5,172,0,109,9.9,333,19,90,327,50.6,62.4,60.1,63.6,7,10,354,1,19.3,74.1,6.3,21,17,3,4,9,14,4,1918,6.5
Tyler Huff,142567,QB,JVILLE ST,14,68,278,294,10.6,2.5,5,12,3.7,60.2,177,1,100,6.3,341,12,113,196,55.6,88.7,75.9,85.4,1,7,372,4,21,93.9,6.2,21,25,2,8,14,12,3.2,2519,8.6
Christian Veilleux,145086,QB,GA STATE,10,70,270,293,9.6,2.36,12,11,3.5,57.3,168,0,88,11.1,310,21,101,175,62.1,63.6,60.4,69.4,2,11,330,1,11.4,78.3,3.2,10,7,0,9,13,15,4.5,2062,7
Eli Holstein,172381,QB,PITTSBURGH,10,69.4,271,290,9.5,2.91,9,12,3.9,61.7,179,0,122,4.8,349,9,117,268,28.1,63.1,57.1,72,6,7,374,0,17.2,95,6,21,33,0,4,17,20,5.3,2226,7.7
Darian Mensah,169984,QB,TULANE,13,75.7,272,287,11.3,3.24,2,17,5.6,65.9,189,0,108,8.3,337,17,131,319,33.8,82.1,81.4,62.7,3,6,356,2,16.7,113.3,5.3,18,32,0,10,22,16,4.5,2722,9.5
Hunter Watson,183993,QB,SM HOUSTON,12,67.4,264,283,8.2,2.59,3,8,2.7,61.8,175,0,96,1.7,333,3,100,281,62.6,69.1,61.7,71.2,2,8,349,3,27.1,82.6,7.8,26,24,1,13,12,13,3.7,1808,6.4
Ethan Vasko,163817,QB,COAST CAR,12,65.1,258,272,10.8,2.57,3,19,6.5,54.4,148,0,91,11.9,292,20,98,141,78.1,84.2,78.2,76.3,1,8,314,3,6.6,84.7,2.1,6,13,1,9,14,11,3.5,2113,7.8
Ashton Daniels,157259,QB,STANFORD,11,73.2,246,272,9.2,3.15,2,9,3.1,62.5,170,0,132,5.6,332,10,101,300,46.6,71.7,65.5,71.2,0,12,357,0,15.2,74.1,6,20,40,1,23,10,16,4.5,1700,6.3
Haynes King,124329,QB,GA TECH,11,82.3,249,271,6.1,2.46,8,8,2.8,72.3,196,0,60,4.4,285,9,104,176,51.8,85.9,81,74.4,0,2,301,0,13.3,108.8,2.8,8,6,2,12,14,3,1,2104,7.8
Davis Bryson,160369,QB,KENNESAW,11,63.3,245,262,7.3,2.37,3,4,1.5,55,144,0,81,7.1,291,11,68,200,59,57.4,51.7,65.7,2,10,303,4,18.5,63.4,5.2,15,11,0,12,6,10,3.3,1495,5.7
Kaidon Salter,132046,QB,LIBERTY,11,66.5,248,262,11.9,3,6,19,6.7,55.7,146,0,95,11.5,314,19,100,206,38.1,82,75.7,76.4,1,6,337,3,21.1,87.9,6.4,20,31,0,7,15,14,4.2,1875,7.2
Michael Van Buren Jr.,184764,QB,MISS STATE,9,65.8,231,256,11.4,2.74,11,14,5.1,54.7,140,0,113,7.9,311,12,91,227,45.9,65.9,67.1,55.4,6,7,334,6,23,81.3,8.4,26,28,0,8,11,11,3.3,1885,7.4
Hajj-Malik Williams,102348,QB,UNLV,12,66,247,254,11.2,2.91,2,15,5.6,59.1,150,0,102,8,336,13,118,325,39.3,76.7,67.3,78.3,0,5,352,2,26.5,99.9,8,27,55,1,4,19,13,3.7,1941,7.6
Kirk Francis,173296,QB,TULSA,11,67.4,239,253,10.1,2.76,5,17,6.3,58.9,149,0,89,7.5,284,12,76,320,47.4,62.6,64.9,49.2,4,6,300,3,15.7,79.3,4.9,14,17,0,5,9,15,5,1587,6.3
Hudson Card,123109,QB,PURDUE,10,72.1,222,250,9.4,3.1,5,8,3,57.6,144,0,123,10,285,16,84,273,77.9,73.3,72,63.8,5,7,300,2,16.3,77.8,7,20,15,1,17,9,9,3,1641,6.6
Ethan Hampton,145858,QB,N ILLINOIS,11,71,221,249,8.2,2.59,8,5,1.9,57.8,144,0,93,8.3,291,13,88,254,52.9,70.3,65,74,2,6,305,2,16.1,83.1,5.2,15,27,1,17,12,12,3.9,1601,6.4
Katin Houser,158386,QB,E CAROLINA,9,67.8,236,248,10.9,2.31,3,19,7.1,60.1,149,1,57,6.9,272,11,94,156,43.8,74.1,73.2,63.3,4,11,292,4,15.8,91.3,3.3,9,11,1,4,18,14,4.8,1993,8
Jackson Arnold,173684,QB,OKLAHOMA,10,72.5,229,246,7.8,2.92,4,7,2.7,62.6,154,0,132,7.2,327,12,84,261,34.6,63.2,57.7,65.6,1,3,341,1,27.3,89.3,11,36,43,0,12,12,8,2.3,1410,5.7
Marcel Reed,175940,QB,TEXAS A&M,10,67.8,230,243,10.2,3.11,3,8,3.1,60.5,147,1,96,5.8,299,9,103,312,53.6,68.3,64.6,67.1,3,6,310,5,13.5,94.8,4.3,13,43,1,6,15,10,3.2,1867,7.7
Taisun Phommachanh,99577,QB,UMASS,9,67.8,214,235,9.9,2.83,7,8,3.1,56.2,132,0,96,9,288,13,78,216,46.5,62.7,62.7,59.4,3,6,310,4,22.9,78,7.6,22,30,0,11,8,9,2.9,1599,6.8
